Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,We Don't Talk About Bruno (From "Encanto"),Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,14,7604154,-0.06%,https://www.youtube.com/watch?v=bvWRMAU6V-c
2,2,Super Gremlin,Kodak Black,22,4747196,-0.04%,https://www.youtube.com/watch?v=kiB9qk4gnt4
3,n/a,U Know What's Up (From Disney and Pixar's Turning Red),4*TOWN (From Disney and Pixar’s Turning Red),1,4239890,n/a,https://www.youtube.com/watch?v=74Xn1lhiQaI
4,n/a,No Love (Extended Version) [Official Video],Summer Walker & SZA,1,2981182,n/a,https://www.youtube.com/watch?v=VmB0Q7qkweM
5,5,The Family Madrigal (From "Encanto"),Olga Merediz & Stephanie Beatriz & Encanto - Cast,17,2890545,-0.14%,https://www.youtube.com/watch?v=Yp5nPGWWMh4
6,n/a,Soy El Unico,Yahritza Y Su Esencia,1,2819600,n/a,https://www.youtube.com/watch?v=kdFBxerg7jc
7,n/a,Be Alive,Beyoncé,1,2610705,n/a,https://www.youtube.com/watch?v=4aeDlZOD-B0
8,7,AHHH HA,Lil Durk,6,2595287,-0.11%,https://www.youtube.com/watch?v=_q6go0G49A0
9,6,I Got The Bag,YoungBoy Never Broke Again,3,2027726,-0.32%,https://www.youtube.com/watch?v=NBgEBWT1Mqk
10,15,What Happened To Virgil,Lil Durk,3,1954897,0.17%,https://www.youtube.com/watch?v=gtqqaHbLS-E
11,11,Who Want Smoke?? (Directed by Cole Bennett),Nardo Wick,25,1849463,-0.06%,https://www.youtube.com/watch?v=U2SNwtE-0Us
12,12,I Hate YoungBoy,YoungBoy Never Broke Again,6,1796461,-0.08%,https://www.youtube.com/watch?v=k-PaOWxvnz0
13,8,Chale,Edén Muñoz,6,1763777,-0.16%,https://www.youtube.com/watch?v=OLmGL_SvP_M
14,n/a,As It Was,Harry Styles,1,1735364,n/a,https://www.youtube.com/watch?v=H5v3kku4y6Q
15,10,All Of You (From "Encanto"/Sing-Along),Encanto - Cast,7,1653303,-0.19%,https://www.youtube.com/watch?v=hrMxx8EV4JU
16,13,Fumando Mota,Los Lara,13,1643511,-0.1%,https://www.youtube.com/watch?v=bEIPtOTJcMk
17,3,Blick Blick! (Official Music Video),Coi Leray & Nicki Minaj,2,1634435,-0.61%,https://www.youtube.com/watch?v=1N1RwMOcjks
18,4,Computer Murderers,Lil Durk,2,1595969,-0.59%,https://www.youtube.com/watch?v=6htsM5sbGDw
19,n/a,Vulture Island V2,Rob49 & Lil Baby,1,1416665,n/a,https://www.youtube.com/watch?v=1I9H3PHFo3I
20,16,Me or Sum (Official Video),Nardo Wick,8,1416423,0%,https://www.youtube.com/watch?v=g9Zro7KQzgA
21,n/a,Elon Musk ft. Gunna (Official Music Video),DDG,1,1360838,n/a,https://www.youtube.com/watch?v=fW43Pdw3F00
22,17,Broadway Girls,Lil Durk,15,1312944,-0.05%,https://www.youtube.com/watch?v=2CNl_CCtE-I
23,n/a,Soy El Unico,Yahritza Y Su Esencia,1,1312346,n/a,https://www.youtube.com/watch?v=4M__yS9pREA
24,21,Maybach feat. Future (Official Music Video),42 Dugg,45,1292287,0%,https://www.youtube.com/watch?v=gVGRIBWy6ig
25,18,Hrs & Hrs,Muni Long,14,1280445,-0.04%,https://www.youtube.com/watch?v=okfR_VIbXEQ
26,23,Heat Waves (Official Video),Glass Animals,23,1180909,-0.03%,https://www.youtube.com/watch?v=mRD0-GxqHVo
27,22,Rumors,Gucci Mane,10,1168932,-0.08%,https://www.youtube.com/watch?v=QVn1DGgqBNo
28,n/a,Sigue [Official Video],Ed Sheeran & J Balvin,1,1133791,n/a,https://www.youtube.com/watch?v=8pIzxS_G8-g
29,14,Barbarian,Lil Durk,3,1131267,-0.36%,https://www.youtube.com/watch?v=mQf1IxxZGCI
30,25,Cold December,Rod Wave,11,1129791,-0.04%,https://www.youtube.com/watch?v=CVE-nY81mSE
31,26,Fancy Like,Walker Hayes,40,1085132,-0.04%,https://www.youtube.com/watch?v=G_zuB-ogIBw
32,28,EVERY CHANCE I GET (Official Music Video),DJ Khaled,48,1078120,-0.03%,https://www.youtube.com/watch?v=BTivsHlVcGU
33,31,Beautiful Lies,Kehlani & Yung Bleu,17,1039823,-0.02%,https://www.youtube.com/watch?v=JC_gAhrAyQY
34,52,Envolver,Anitta,3,1039580,0.24%,https://www.youtube.com/watch?v=hFCjGiawJi4
35,29,Surface Pressure (From "Encanto"/Sing-Along),Jessica Darrow,13,1011535,-0.07%,https://www.youtube.com/watch?v=X-NH1uUfr0U
36,27,No Interviews,Lil Durk,3,1006857,-0.1%,https://www.youtube.com/watch?v=lGIG3dpMXEI
37,35,Heart & Soul / Alligator Walk,YoungBoy Never Broke Again & Birdman,18,994887,-0.02%,https://www.youtube.com/watch?v=NvKjO-8DusE
38,n/a,Rumbatón,Daddy Yankee,1,989087,n/a,https://www.youtube.com/watch?v=t7gsVuW8AtY
39,32,Me Metí En El Ruedo (En Vivo),Luis R Conriquez,33,978340,-0.06%,https://www.youtube.com/watch?v=JDkPpdkIl7g
40,n/a,maybe feat. Bring Me The Horizon (Official Music Video),Machine Gun Kelly,1,970538,n/a,https://www.youtube.com/watch?v=9xht4JIOfjU
41,20,Still D.R.E.,Dr. Dre,10,966312,-0.27%,https://www.youtube.com/watch?v=_CL6n0FJZpk
42,38,By Your Side,Rod Wave,20,940788,-0.03%,https://www.youtube.com/watch?v=y7394ESN91Y
43,n/a,X ÚLTIMA VEZ,Bad Bunny & Daddy Yankee,1,915090,n/a,https://www.youtube.com/watch?v=WTlRFmVKT0A
44,34,In Da Club International Version,50 Cent,28,910716,-0.11%,https://www.youtube.com/watch?v=5qm8PH4xAss
45,59,BESTIE,DaBaby & YoungBoy Never Broke Again,2,905221,0.15%,https://www.youtube.com/watch?v=BjmeXRtEhqA
46,41,Desesperados,Rauw Alejandro & Chencho Corleone,10,904121,-0.04%,https://www.youtube.com/watch?v=K9mTSekTktw
47,n/a,REMIX,Daddy Yankee,1,903866,n/a,https://www.youtube.com/watch?v=vD4JBzRkWBA
48,39,Life Support,YoungBoy Never Broke Again,25,895702,-0.08%,https://www.youtube.com/watch?v=Z9AnasYjtvg
49,49,Talking To My Scale (Official Video),Young Dolph,22,888172,0.02%,https://www.youtube.com/watch?v=KymiqOr5So4
50,75,Free The Shiners (Official Music Video),EST Gee & 42 Dugg,2,854966,0.24%,https://www.youtube.com/watch?v=t0we9akJ16o
51,30,Neighborhood Superstar,DaBaby & YoungBoy Never Broke Again,5,854889,-0.21%,https://www.youtube.com/watch?v=WieBHoGRsoU
52,n/a,AGUA,Nile Rodgers & Rauw Alejandro & Daddy Yankee,1,853014,n/a,https://www.youtube.com/watch?v=X_oXBZv506U
53,42,Ya No Somos Ni Seremos (Video Oficial),Christian Nodal,6,850592,-0.08%,https://www.youtube.com/watch?v=jGhL1v594cU
54,47,Fish Scale,YoungBoy Never Broke Again,13,840681,-0.05%,https://www.youtube.com/watch?v=jR4AG5LdKYE
55,43,No Switch,YoungBoy Never Broke Again,10,827062,-0.09%,https://www.youtube.com/watch?v=7ZIIWUfzm2A
56,n/a,ZONA DEL PERREO,Natti Natasha & Becky G & Daddy Yankee,1,823398,n/a,https://www.youtube.com/watch?v=6BguSb3Y3I4
57,73,Gunna - Banking On Me [Official Lyric Video],Gunna,2,814269,0.17%,https://www.youtube.com/watch?v=R9ibxWKS1fs
58,37,No se habla de Bruno (De "Encanto"),Isabel Garcés & Mauro Castillo & Olga Lucía Vives & Juanse Diez & Carolina Gaitán - La Gaita & Daniela Sierra,6,810284,-0.17%,https://www.youtube.com/watch?v=wTi8yLyHeb8
59,51,Smoking & Thinking,Lil Durk,3,798691,-0.05%,https://www.youtube.com/watch?v=cp4O4KNkJeo
60,55,Pressure (Official Music Video),Ari Lennox,15,787949,-0.05%,https://www.youtube.com/watch?v=E604eZ81_YQ
61,n/a,BOMBÓN,Lil Jon & El Alfa & Daddy Yankee,1,783891,n/a,https://www.youtube.com/watch?v=55sOQtVd2uA
62,50,Dear Alcohol,Dax,3,783830,-0.08%,https://www.youtube.com/watch?v=k5ZtZEtDEGo
63,n/a,Jugaste y Sufrí,Eslabón Armado,21,780096,n/a,https://www.youtube.com/watch?v=CULF9lXH87w
64,54,We Don't Talk About Bruno (From "Encanto"/Lyric Video),Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,13,772659,-0.07%,https://www.youtube.com/watch?v=-IFD4ozm1DA
65,56,Black Ball,YoungBoy Never Broke Again & Birdman,17,763716,-0.06%,https://www.youtube.com/watch?v=OuJd3cLBWHA
66,n/a,We Go Up,Nicki Minaj,1,763425,n/a,https://www.youtube.com/watch?v=BFxNFo6z92E
67,44,Little Drummer Boy,GENTRI,7,756950,-0.17%,https://www.youtube.com/watch?v=8EaAmXwituc
68,n/a,Sunshine (Visualizer),Latto,1,739718,n/a,https://www.youtube.com/watch?v=Cxu_9QyywiI
69,72,No Le Aflojo,Fuerza Regida & LOS GEMELOS DE SINALOA,3,734610,0.05%,https://www.youtube.com/watch?v=o1widk_PImA
