Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,Have Mercy (Official Video),Chlöe,1,5906775,n/a,https://www.youtube.com/watch?v=FfesqRkdSEk
2,n/a,LALISA,LISA,1,5023082,n/a,https://www.youtube.com/watch?v=awkkyBH2zEo
3,n/a,Life Support,YoungBoy Never Broke Again,1,4926619,n/a,https://www.youtube.com/watch?v=Z9AnasYjtvg
4,1,Way 2 Sexy (Official Video),Drake ft. Future and Young Thug,2,3999896,-0.56%,https://www.youtube.com/watch?v=vX9msKu75qs
5,n/a,Lonely (with Lil Wayne) [Official Video],DaBaby,1,2777829,n/a,https://www.youtube.com/watch?v=pqydBaa1QR8
6,4,Fancy Like,Walker Hayes,12,2492159,0.02%,https://www.youtube.com/watch?v=G_zuB-ogIBw
7,3,Vaccine,NoCap,6,2383206,-0.09%,https://www.youtube.com/watch?v=3MLjfnouo88
8,5,EVERY CHANCE I GET (Official Music Video),DJ Khaled,20,2287102,-0.06%,https://www.youtube.com/watch?v=BTivsHlVcGU
9,6,STAY (Official Video),Justin Bieber & The Kid Laroi,10,2254511,0%,https://www.youtube.com/watch?v=kTJczUoc26U
10,n/a,Shivers,Ed Sheeran,1,2223721,n/a,https://www.youtube.com/watch?v=Il0S8BoucSA
11,92,Versatile,Kodak Black,2,1990124,2.08%,https://www.youtube.com/watch?v=5PrbLrpe0VU
12,9,Outside (Better Days),MO3 & Og Bobby Billions,26,1895668,-0.07%,https://www.youtube.com/watch?v=VT0YV-hJHzg
13,13,Wild Side (Official Video),Normani,9,1803154,0.11%,https://www.youtube.com/watch?v=DFMEBquxeO8
14,10,Maybach feat. Future (Official Music Video),42 Dugg,17,1631011,-0.06%,https://www.youtube.com/watch?v=gVGRIBWy6ig
15,16,INDUSTRY BABY (Official Video),Jack Harlow & Lil Nas X,8,1607135,0.09%,https://www.youtube.com/watch?v=UTHLKHL_whs
16,15,Ya Supérame (En Vivo),Grupo Firme,7,1561169,-0.01%,https://www.youtube.com/watch?v=g2BzGJnNvEw
17,11,Back In Blood,Pooh Shiesty,37,1542108,-0.11%,https://www.youtube.com/watch?v=0-Tm65i96TY
18,7,Sharing Locations,Meek Mill,3,1422521,-0.33%,https://www.youtube.com/watch?v=XCyIcifbOWE
19,17,Pepas (Official Video),Farruko,6,1419534,-0.01%,https://www.youtube.com/watch?v=y8trd3gjJt0
20,14,You’re Mines Still,Yung Bleu,39,1419299,-0.11%,https://www.youtube.com/watch?v=_bptrMV3zHE
21,18,2055 (Official Video),Sleepy Hallow,9,1403466,0%,https://www.youtube.com/watch?v=y1xZ_kAhjMc
22,n/a,NoCap - Outside (Official Music Video),NoCap,1,1395304,n/a,https://www.youtube.com/watch?v=fkbhJS6HXLo
23,19,Quicksand,Morray,42,1333173,-0.03%,https://www.youtube.com/watch?v=OLi5_8JWoAU
24,8,family ties,Baby Keem & Kendrick Lamar,3,1323861,-0.36%,https://www.youtube.com/watch?v=v6HBZC9pZHQ
25,22,5500 Degrees [Official Music Video],EST Gee,6,1181111,-0.05%,https://www.youtube.com/watch?v=IWm4c9u0O8c
26,21,Aventura Bad Bunny - Volví (Video Oficial),Aventura & Bad Bunny & Romeo Santos,7,1166897,-0.1%,https://www.youtube.com/watch?v=ayd3yWr4tqU
27,25,Kiss Me More (Official Video),Doja Cat,23,1160670,-0.04%,https://www.youtube.com/watch?v=0EVVKs6DQLo
28,n/a,Story Time (Official Video),Fivio Foreign,1,1140670,n/a,https://www.youtube.com/watch?v=jOV2RF8cK7o
29,40,INDUSTRY BABY,Jack Harlow & Lil Nas X,7,1118457,0.16%,https://www.youtube.com/watch?v=HCq1OcAEAm0
30,26,good 4 u (Official Video),Olivia Rodrigo,18,1118352,-0.06%,https://www.youtube.com/watch?v=gNi_6U5Pm_o
31,30,RAPSTAR (Official Video),Polo G,23,1108969,0.03%,https://www.youtube.com/watch?v=w2IhccXakkE
32,2,No Time For Sleep (Freestyle) (Official Video),Bobby Shmurda,2,1097386,-0.66%,https://www.youtube.com/watch?v=hQTfR3v3jJ8
33,32,Bad Habits,Ed Sheeran,12,1061921,-0.01%,https://www.youtube.com/watch?v=orJSJGHjBLI
34,31,Street Runner,Rod Wave,28,1061180,-0.01%,https://www.youtube.com/watch?v=AeaR5QbXgpM
35,28,Bruno Mars Anderson .Paak Silk Sonic - Leave the Door Open,Anderson .Paak & Bruno Mars & Silk Sonic,28,1025724,-0.12%,https://www.youtube.com/watch?v=adLGHcj_fmA
36,35,Save Your Tears (Official Music Video),The Weeknd,37,1010566,0%,https://www.youtube.com/watch?v=XXYlFuWEuKI
37,53,Curazao,Farruko & El Alfa,2,1003921,0.21%,https://www.youtube.com/watch?v=T_y7nzhnu_g
38,56,Me Metí En El Ruedo (En Vivo),Luis R Conriquez,5,997831,0.26%,https://www.youtube.com/watch?v=JDkPpdkIl7g
39,33,Pepas (Audio),Farruko,8,990612,-0.06%,https://www.youtube.com/watch?v=kcYS_cUwr-8
40,29,Gangsta's Paradise,Coolio,23,978079,-0.12%,https://www.youtube.com/watch?v=fPO76Jlnz6c
