Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Life Is Good (Official Music Video),Future,14,11736066,0.08%,https://www.youtube.com/watch?v=l0U7SxXHkPY
2,2,Toosie Slide (Official Music Video),Drake,2,6596765,-0.08%,https://www.youtube.com/watch?v=xWggTb45brM
3,3,nba youngboy - step on shit,YoungBoy Never Broke Again,2,5050808,0.01%,https://www.youtube.com/watch?v=1AFaxYIcgOE
4,4,The Box,Roddy Ricch,7,4430025,-0.01%,https://www.youtube.com/watch?v=UNZqm3dxd2w
5,n/a,Boyfriend,Selena Gomez,1,4083772,n/a,https://www.youtube.com/watch?v=tSIk1QvIM2E
6,5,Blueberry Faygo,Lil Mosey,4,3723095,-0.06%,https://www.youtube.com/watch?v=V_jHc_n0p9c
7,6,Walk Em Down feat. Roddy Ricch,NLE Choppa,4,3663221,-0.07%,https://www.youtube.com/watch?v=fyIcQ1Xl-rs
8,8,Lil Top,YoungBoy Never Broke Again,8,3527121,-0.07%,https://www.youtube.com/watch?v=lUmYlsulfYo
9,n/a,No Sucker (Official Video),Moneybagg Yo & Lil Baby,1,3371318,n/a,https://www.youtube.com/watch?v=8qcP2o_BWhQ
10,9,The Box,Roddy Ricch,19,3357716,-0.08%,https://www.youtube.com/watch?v=uLHqpjW3aDs
11,13,Grace (Official Video),Lil Baby & 42 Dugg,5,3000998,0.05%,https://www.youtube.com/watch?v=3npC_24Iq9s
12,11,Bad Bad,YoungBoy Never Broke Again,9,2932049,-0.09%,https://www.youtube.com/watch?v=5B1VFvd17TI
13,10,Yo Perreo Sola,Bad Bunny,3,2885367,-0.19%,https://www.youtube.com/watch?v=GtSRKwDCaZM
14,12,BOP,DaBaby,22,2745035,-0.07%,https://www.youtube.com/watch?v=28hYUZMufDg
15,100,Savage,Megan Thee Stallion,2,2650722,1.76%,https://www.youtube.com/watch?v=EOxj2ROIxok
16,7,Girl Of My Dreams,Rod Wave,2,2536009,-0.35%,https://www.youtube.com/watch?v=CLoiELbCn1E
17,n/a,pretty toxic revolver,mgk,1,2493366,n/a,https://www.youtube.com/watch?v=MEWbXgL171c
18,14,Godzilla,Eminem,6,2472080,-0.13%,https://www.youtube.com/watch?v=r_0JjYUe5jo
19,15,Heart on Ice,Rod Wave,23,2444228,-0.03%,https://www.youtube.com/watch?v=deMLg4FPFhQ
20,17,Woah (Official Music Video),Lil Baby,19,2434498,0.03%,https://www.youtube.com/watch?v=nUEqPtVGIpE
21,n/a,DND,Polo G,1,2318055,n/a,https://www.youtube.com/watch?v=Nkrgb7qIko0
22,75,Level of Concern,twenty one pilots,2,2258498,0.96%,https://www.youtube.com/watch?v=loOWKm8GW6A
23,33,Machine Gun Kelly - Smoke and Drive,mgk,2,2229225,0.23%,https://www.youtube.com/watch?v=jqKtxmf8x7A
24,18,Flesh & Bone (From "ZOMBIES 2"),Disney & Chandler Kinney & Kylee Russell & ZOMBIES – Cast & Meg Donnelly & Milo Manheim & Carla Jeffery & Pearce Joza & Baby Ariel,9,2198925,-0.07%,https://www.youtube.com/watch?v=m0D4ux830M8
25,n/a,in these walls (my house),mgk,1,2192222,n/a,https://www.youtube.com/watch?v=4fgrbWfUrO4
26,16,Ten Talk,YoungBoy Never Broke Again,7,2146023,-0.11%,https://www.youtube.com/watch?v=222uKl-jpY8
27,24,Bandit,Juice WRLD & YoungBoy Never Broke Again,28,2088285,-0.02%,https://www.youtube.com/watch?v=Sw5fNI400E4
28,22,Say So (Official Video),Doja Cat,8,2073399,-0.03%,https://www.youtube.com/watch?v=pok8H_KF1FA
29,28,Jack Harlow - WHATS POPPIN (Directed by Cole Bennett),Lyrical Lemonade,9,2004527,0.05%,https://www.youtube.com/watch?v=w9uWPBDHEKE
30,21,Show Yourself (From "Frozen 2"/ Sing-Along),Evan Rachel Wood & Idina Menzel,3,1964978,-0.11%,https://www.youtube.com/watch?v=nrZxwPwmgrw
31,20,Dark Clouds,Rod Wave,22,1896470,-0.15%,https://www.youtube.com/watch?v=nGxr8-l0vHI
32,35,No Guidance (Official Video),Chris Brown,37,1848821,0.07%,https://www.youtube.com/watch?v=6L_k74BOLag
33,43,Ballin’,Mustard,29,1818937,0.13%,https://www.youtube.com/watch?v=YS0h2-hy9rw
34,27,High Fashion,Roddy Ricch,16,1800799,-0.06%,https://www.youtube.com/watch?v=iGU66wsjIPA
35,40,When It Rains It Pours,Luke Combs,30,1749290,0.08%,https://www.youtube.com/watch?v=uXyxFMbqKYA
36,32,Cuban Links,Rod Wave,26,1739896,-0.05%,https://www.youtube.com/watch?v=QVU1vUNT2QY
37,n/a,OD,DDG,1,1640421,n/a,https://www.youtube.com/watch?v=XnSD4J6XKLA
38,n/a,@ MEH,Playboi Carti,1,1635743,n/a,https://www.youtube.com/watch?v=nMDOSLEVdBw
39,47,Yummy (Official Video),Justin Bieber,15,1634192,0.03%,https://www.youtube.com/watch?v=8EJ3zbKTWQ8
40,46,Dance Monkey,Tones And I,23,1584906,0%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
41,41,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,39,1576989,-0.02%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
42,25,Savage,Megan Thee Stallion,5,1568921,-0.22%,https://www.youtube.com/watch?v=eJEKHdvntPI
43,38,Into the Unknown (From "Frozen 2"),Idina Menzel & AURORA,20,1553708,-0.07%,https://www.youtube.com/watch?v=gIOyB9ZXn8s
44,n/a,Slide (Official Video),H.E.R.,21,1528931,n/a,https://www.youtube.com/watch?v=SUJloylmEZM
45,n/a,23 Island,JayDaYoungan,31,1522762,n/a,https://www.youtube.com/watch?v=WChdrGtdLUI
46,49,Blinding Lights,The Weeknd,9,1519451,-0.04%,https://www.youtube.com/watch?v=4NRXx6U8ABQ
47,55,Sum 2 Prove (Official Video),Lil Baby,9,1507135,0.05%,https://www.youtube.com/watch?v=xOjy0tL5EuA
48,n/a,Sigues con él (remix),Arcángel & Sech & Romeo Santos,1,1495902,n/a,https://www.youtube.com/watch?v=BccyzhMWVmg
49,56,Captain Hook,Megan Thee Stallion,6,1483290,0.05%,https://www.youtube.com/watch?v=n5LWsc-qCdA
50,45,House Arrest Tingz,YoungBoy Never Broke Again,30,1470328,-0.08%,https://www.youtube.com/watch?v=ALimx-H8C6s
51,57,Safaera,Bad Bunny & Jowell & Randy & Ñengo Flow,7,1467565,0.05%,https://www.youtube.com/watch?v=jCQ_6XbATPc
52,19,Fuck The World,Rod Wave,2,1444819,-0.35%,https://www.youtube.com/watch?v=d5MejfJAA0Y
53,90,Deep End Freestyle,Fousheé & Sleepy Hallow,2,1412788,0.37%,https://www.youtube.com/watch?v=jma9h7GgQSk
54,60,Double Up,Nipsey Hussle,11,1404499,0.05%,https://www.youtube.com/watch?v=pwBFOuCrdr4
55,53,Dior,Pop Smoke,9,1396979,-0.08%,https://www.youtube.com/watch?v=oorVWW9ywG0
56,34,Stop Playin,That Girl Lay Lay,2,1340740,-0.26%,https://www.youtube.com/watch?v=C8ZKvnUKE-M
57,31,Will,Joyner Lucas,4,1337611,-0.28%,https://www.youtube.com/watch?v=KlJd_bI7DVo
58,30,Unchartered Love,YoungBoy Never Broke Again,5,1329042,-0.3%,https://www.youtube.com/watch?v=_furo8XLvO8
59,66,Sigues Con El,Dimelo Flow & Arcángel,18,1325839,0.08%,https://www.youtube.com/watch?v=VRUjdlCynU0
60,n/a,El Envidioso,Los Dos Carnales,1,1234216,n/a,https://www.youtube.com/watch?v=QUv_VdNLrfU
61,58,Like the Zombies Do (From "ZOMBIES 2"),Disney & Chandler Kinney & Kylee Russell & ZOMBIES – Cast & Pearce Joza & Milo Manheim,9,1224134,-0.1%,https://www.youtube.com/watch?v=Xuq9_NJFfPA
62,54,All Love,Lil Durk,3,1210125,-0.18%,https://www.youtube.com/watch?v=D2npm2gFddg
63,61,Call to the Wild (From "ZOMBIES 2"),Disney & Chandler Kinney & ZOMBIES – Cast & Meg Donnelly & Pearce Joza,9,1202090,-0.1%,https://www.youtube.com/watch?v=ZWVAcgoneP8
64,23,Rod Wave - I Remember (Official Audio),Rod Wave,2,1187530,-0.44%,https://www.youtube.com/watch?v=Rte2eqW4wRU
65,72,I Hope,Gabby Barrett,12,1185835,0.02%,https://www.youtube.com/watch?v=qcCH6JpcK5w
66,62,Make No Sense,YoungBoy Never Broke Again,14,1182680,-0.09%,https://www.youtube.com/watch?v=SjVqZ6c35S0
67,95,Nobody but You,Blake Shelton & Gwen Stefani,11,1179336,0.18%,https://www.youtube.com/watch?v=4h9o0Gujuoc
68,83,ROXANNE (Official Video),Arizona Zervas,9,1173139,0.08%,https://www.youtube.com/watch?v=16YnOUnbE6s
69,74,P*$$Y Fairy (OTW),Jhené Aiko,13,1169013,0.02%,https://www.youtube.com/watch?v=wy2ujCUtCHU
70,71,Heatin Up (Official Video),Lil Baby Feat. Gunna,7,1138098,-0.02%,https://www.youtube.com/watch?v=Dpsk-Evr8GM
71,64,3 A.M.,King Von,2,1134579,-0.12%,https://www.youtube.com/watch?v=lAXVzK4wTeA
72,68,Bring 'Em Out,YoungBoy Never Broke Again,20,1119908,-0.07%,https://www.youtube.com/watch?v=HfSzJu7twjs
73,36,Don't Start Now,Dua Lipa,13,1101774,-0.35%,https://www.youtube.com/watch?v=oygrmJFKYZY
74,63,Fine By Time,YoungBoy Never Broke Again,10,1098757,-0.15%,https://www.youtube.com/watch?v=3Uu0iza3GqQ
75,86,Lujos y Secretos (Live),Grupo Firme & Luis Antonio López "El Mimoso" & Luis Angel "El Flaco",4,1093772,0.03%,https://www.youtube.com/watch?v=sR4VZPZNnco
76,79,My Truck,BRELAND,4,1078623,-0.04%,https://www.youtube.com/watch?v=ezqTO4xaH6A
