Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,2,Rich Men North Of Richmond,Oliver Anthony Music,5,3286084,-0.26%,https://www.youtube.com/watch?v=sqSA-SY5Hro
2,3,Por Mi México (Remix),MC Davo & Dharius & C-Kan & Lefty Sm & Neto Peña & Santa Fe Klan,4,2860034,0.08%,https://www.youtube.com/watch?v=HEi7DYfYIXg
3,4,EL AMOR DE SU VIDA,Grupo Frontera & Grupo Firme,7,2600886,-0.01%,https://www.youtube.com/watch?v=Vr1M_l-1wjc
4,5,Paint The Town Red,Doja Cat,7,2220576,-0.1%,https://www.youtube.com/watch?v=m4_9TFeMfJE
5,7,Favorite Song,Toosii,27,2063488,-0.08%,https://www.youtube.com/watch?v=4D89Qr5vH6U
6,8,MI EX TENÍA RAZÓN (Official Video),KAROL G,6,1959078,-0.11%,https://www.youtube.com/watch?v=VBcs8DZxBGc
7,10,All My Life,Lil Durk,19,1939477,0.03%,https://www.youtube.com/watch?v=Z4N8lzKNfy4
8,1,Bongos,Cardi B,2,1818937,-0.7%,https://www.youtube.com/watch?v=Ux1f1Q8Zxhk
9,13,Ella Baila Sola,Eslabón Armado & Peso Pluma,24,1814218,-0.01%,https://www.youtube.com/watch?v=lZiaYpD9ZrI
10,n/a,El Jefe,Shakira & Fuerza Regida,1,1807222,n/a,https://www.youtube.com/watch?v=7oTlx5YC2P4
11,19,LADY GAGA,Peso Pluma & Gabito Ballesteros & Junior H,9,1804685,0.17%,https://www.youtube.com/watch?v=3Wnso2A4PZE
12,12,La Bebe (Remix),Yng Lvcas & Peso Pluma,26,1773755,-0.04%,https://www.youtube.com/watch?v=3mchJ-EW9rM
13,60,Checkmate,Rod Wave,2,1751019,1.02%,https://www.youtube.com/watch?v=FRuKYOzeoRk
14,14,un x100to,Grupo Frontera & Bad Bunny,23,1741854,-0.05%,https://www.youtube.com/watch?v=3inw26U-os4
15,22,Thang For You,Rylo Rodriguez,13,1684431,0.17%,https://www.youtube.com/watch?v=hpK16l6fDsg
16,15,Last Night,Morgan Wallen,30,1567360,-0.12%,https://www.youtube.com/watch?v=bUjPPBxbQrQ
17,44,Boyz Don't Cry,Rod Wave,2,1543630,0.36%,https://www.youtube.com/watch?v=-Hu_Q4W8M6g
18,20,Primera Cita,Carin Leon,13,1520378,0.02%,https://www.youtube.com/watch?v=jhMiIUb2GEA
19,25,Qué Onda Perdida,Grupo Firme & Gerardo Coronel,25,1502834,0.08%,https://www.youtube.com/watch?v=1WPWhghNipM
20,11,Put It On Da Floor Again,Latto,16,1456046,-0.23%,https://www.youtube.com/watch?v=-WtNCR3EDS4
21,23,RUBICON,Peso Pluma,13,1449645,0.01%,https://www.youtube.com/watch?v=2t4s1peIZfU
22,41,Call Your Friends,Rod Wave,5,1383241,0.21%,https://www.youtube.com/watch?v=kC8YEw9h2-Q
23,21,Johnny Dang (ChopNotSlop Remix),That Mexican OT,17,1382590,-0.05%,https://www.youtube.com/watch?v=tvmUrOSahsc
24,9,Fly,Marshmello,16,1381504,-0.34%,https://www.youtube.com/watch?v=oRArmtMA9AI
25,16,LALA,Myke Towers,8,1365079,-0.17%,https://www.youtube.com/watch?v=BVdngsy95mY
26,n/a,September,Earth Wind & Fire,7,1282281,n/a,https://www.youtube.com/watch?v=Gs069dndIYk
27,n/a,Según Quién,Maluma & Carin Leon,1,1279887,n/a,https://www.youtube.com/watch?v=69lO08ar-mI
28,37,Snooze,SZA,4,1274527,0.04%,https://www.youtube.com/watch?v=LDY_XyxBu8A
29,17,Deli,Ice Spice,9,1249960,-0.24%,https://www.youtube.com/watch?v=UqmUxkRPBS0
30,47,Good Good,Usher & Summer Walker & 21 Savage,4,1245218,0.11%,https://www.youtube.com/watch?v=7jA-tE-4BYI
31,34,QUE VUELVAS,Grupo Frontera & Carin Leon,41,1242251,-0.02%,https://www.youtube.com/watch?v=gG3516BF5_w
32,31,Red Flags,Tom Cardy,10,1226134,-0.04%,https://www.youtube.com/watch?v=GFokXnCCMf8
33,n/a,FAN,Offset,1,1205801,n/a,https://www.youtube.com/watch?v=Mt6wxhwMBs4
34,6,Peaches & Eggplants (Remix),Young Nudy,2,1173513,-0.5%,https://www.youtube.com/watch?v=fTXsU-ZiIZA
35,n/a,Long Journey,Rod Wave,1,1154169,n/a,https://www.youtube.com/watch?v=vhUD-j1JWGo
36,29,Tulum,Peso Pluma & Grupo Frontera,12,1149161,-0.1%,https://www.youtube.com/watch?v=mG_RN0oB4oE
37,n/a,Hellcats SRTs 2,Sexyy Red,1,1147124,n/a,https://www.youtube.com/watch?v=cn8jMvmCEzQ
38,46,TQG,Shakira & KAROL G,30,1135628,0.02%,https://www.youtube.com/watch?v=jZGpkLElSu8
39,26,Peaches & Eggplants (Official Video),Young Nudy,13,1135437,-0.15%,https://www.youtube.com/watch?v=pGsetzZscws
40,45,Where You Are (From "Moana"/Sing-Along),Auliʻi Cravalho & Louise Bush & Christopher Jackson & Nicole Scherzinger & Rachel House,5,1124915,0%,https://www.youtube.com/watch?v=RTWhvp_OD6s
41,n/a,Fight The Feeling,Rod Wave,23,1120566,n/a,https://www.youtube.com/watch?v=6dW4d0IcQ3k
42,58,Come See Me,Rod Wave,3,1095419,0.22%,https://www.youtube.com/watch?v=GHVDVz5Kcqg
43,32,Ahogándome en Alcohol,Lefty Sm & Luis R Conriquez,3,1080296,-0.15%,https://www.youtube.com/watch?v=8SzLgRtiGTo
44,18,BIPOLAR,Peso Pluma & Jasiel Nuñez & Junior H,2,1074493,-0.34%,https://www.youtube.com/watch?v=xjkeSrj-u-A
45,n/a,Bebe Dame,Fuerza Regida & Grupo Frontera,31,1073812,n/a,https://www.youtube.com/watch?v=Oie--p6YqJo
46,39,B**** Let's Do It,YoungBoy Never Broke Again,20,1065309,-0.09%,https://www.youtube.com/watch?v=pjXdDjUWkjk
47,36,Qué Agonía,Ángela Aguilar & Yuridia,43,1062809,-0.15%,https://www.youtube.com/watch?v=Q8xIa7KcI1A
48,24,Barbie World,Nicki Minaj & Ice Spice,13,1048847,-0.25%,https://www.youtube.com/watch?v=CUj2AWEJnwQ
49,n/a,PRC,Peso Pluma & Natanael Cano,28,1044270,n/a,https://www.youtube.com/watch?v=kJflWOiAc6I
50,40,fukumean,Gunna,12,1021214,-0.11%,https://www.youtube.com/watch?v=l21wGxlWwPw
51,49,get him back!,Olivia Rodrigo,2,1013235,-0.06%,https://www.youtube.com/watch?v=ZsJ-BHohXRI
52,n/a,Great Gatsby,Rod Wave,1,1004662,n/a,https://www.youtube.com/watch?v=nM6ayGKXFCw
