Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,BOP,DaBaby,3,13641567,-0.12%,https://www.youtube.com/watch?v=28hYUZMufDg
2,2,Cuban Links,Rod Wave,8,6057268,0.02%,https://www.youtube.com/watch?v=QVU1vUNT2QY
3,n/a,Bring 'Em Out,YoungBoy Never Broke Again,1,5742852,n/a,https://www.youtube.com/watch?v=HfSzJu7twjs
4,3,Death (Visualizer),Trippie Redd,2,3693350,-0.11%,https://www.youtube.com/watch?v=18XQaj7c59M
5,18,De Los Besos Que Te Di (Video Oficial),Christian Nodal,6,3647171,0.33%,https://www.youtube.com/watch?v=VlmZMeqoADI
6,11,Memories (Official Video),Maroon 5,9,3565397,0.11%,https://www.youtube.com/watch?v=SlPhMPnQ58k
7,4,House Arrest Tingz,YoungBoy Never Broke Again,11,3310872,-0.18%,https://www.youtube.com/watch?v=ALimx-H8C6s
8,7,Ballin’,Mustard,10,3246805,-0.14%,https://www.youtube.com/watch?v=YS0h2-hy9rw
9,5,Bandit,Juice WRLD & YoungBoy Never Broke Again,9,3095004,-0.22%,https://www.youtube.com/watch?v=Sw5fNI400E4
10,13,Heart on Ice,Rod Wave,5,2855505,-0.06%,https://www.youtube.com/watch?v=deMLg4FPFhQ
11,8,Lost Motives,YoungBoy Never Broke Again,5,2717861,-0.23%,https://www.youtube.com/watch?v=HSUBPgPtpU0
12,n/a,Heartless (Official Video),The Weeknd,1,2512815,n/a,https://www.youtube.com/watch?v=1DpH-icPpl0
13,10,Panini (Official Video),Lil Nas X,14,2451306,-0.27%,https://www.youtube.com/watch?v=bXcSLI58-h8
14,14,None Of Your Concern (Official Video),Jhené Aiko,3,2421895,-0.14%,https://www.youtube.com/watch?v=PmeRjrz8KVw
15,20,Tip Toe,Roddy Ricch,2,2305752,-0.09%,https://www.youtube.com/watch?v=TLpLKt8lJ3A
16,n/a,xanny (Official Music Video),Billie Eilish,1,2238119,n/a,https://www.youtube.com/watch?v=LZyybvVx-js
17,15,NLE Choppa - Camelot (Directed by Cole Bennett),Lyrical Lemonade,11,2237670,-0.2%,https://www.youtube.com/watch?v=0II-EFw9J0A
18,42,Running Schemes,Yung Bleu,2,2218542,0.19%,https://www.youtube.com/watch?v=4vvpHfUAKd8
19,16,La Mejor Versión De Mi (Remix),Natti Natasha & Romeo Santos,9,2201377,-0.21%,https://www.youtube.com/watch?v=R9rVapGCf2c
20,17,Dark Clouds,Rod Wave,3,2059897,-0.25%,https://www.youtube.com/watch?v=nGxr8-l0vHI
21,n/a,Into the Unknown (From "Frozen 2"),Idina Menzel & AURORA,1,2043295,n/a,https://www.youtube.com/watch?v=gIOyB9ZXn8s
22,n/a,Woah (Dance Video),Lil Baby,1,1997588,n/a,https://www.youtube.com/watch?v=E0fYdDd5J70
23,9,Vete,Bad Bunny,2,1973705,-0.41%,https://www.youtube.com/watch?v=f5aDUB1NCnk
24,34,Fantasias,Farruko & Rauw Alejandro,5,1963078,-0.02%,https://www.youtube.com/watch?v=8jwbnGrX7-c
25,21,Tusa (Official Video),KAROL G & Nicki Minaj,4,1934206,-0.21%,https://www.youtube.com/watch?v=tbneQDc2H3I
26,37,Into the Unknown (From "Frozen 2"/Lyric Video),Idina Menzel & AURORA,2,1927158,-0.02%,https://www.youtube.com/watch?v=l1uoTMkhUiE
27,19,Dance Monkey,Tones And I,4,1923565,-0.29%,https://www.youtube.com/watch?v=q0hyYWKXF0Q
28,27,23 Island,JayDaYoungan,16,1915037,-0.13%,https://www.youtube.com/watch?v=WChdrGtdLUI
29,59,Yo Ya No Vuelvo Contigo (En Vivo),Grupo Firme & Lenin Ramírez,2,1861778,0.26%,https://www.youtube.com/watch?v=lDToOe8pVzY
30,58,Jason Aldean - We Back (Music Video),Jason Aldean,3,1850119,0.24%,https://www.youtube.com/watch?v=23nlI9t4TlM
31,n/a,PAID MY DUES,NF,1,1834800,n/a,https://www.youtube.com/watch?v=LLAgke7QprM
32,24,Heat (Official Video),Chris Brown,14,1804395,-0.19%,https://www.youtube.com/watch?v=i_vMte-NHkY
33,12,Suicidal,YNW Melly,2,1781933,-0.42%,https://www.youtube.com/watch?v=9OmgXxiKV7A
34,38,Adicto (Official Video),Tainy & Anuel AA & Ozuna,15,1771577,-0.1%,https://www.youtube.com/watch?v=58u-zkDLNPg
35,29,In Control,YoungBoy Never Broke Again,9,1708683,-0.19%,https://www.youtube.com/watch?v=r9_Id6nsZS4
36,25,Old Town Road (Official Video),Lil Nas X,18,1691001,-0.23%,https://www.youtube.com/watch?v=r7qovpFAGrQ
37,32,HIGHEST IN THE ROOM (Official Music Video),Travis Scott,9,1683672,-0.18%,https://www.youtube.com/watch?v=tfSS1e3kYeo
38,30,Suge,DaBaby,40,1681229,-0.19%,https://www.youtube.com/watch?v=KvuQNNVrbtM
39,31,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,20,1672956,-0.19%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
40,n/a,All I Want For Christmas Is You (Official Video),Mariah Carey,21,1659658,n/a,https://www.youtube.com/watch?v=yXQViqx6GMY
41,26,Truth Hurts,Lizzo,30,1642309,-0.25%,https://www.youtube.com/watch?v=P00HMxdsVZI
42,41,All Dat (Official Music Video),Megan Thee Stallion & Moneybagg Yo,9,1632275,-0.14%,https://www.youtube.com/watch?v=FEUaB2jV_kM
43,35,No Guidance (Official Video),Chris Brown,19,1619079,-0.19%,https://www.youtube.com/watch?v=6L_k74BOLag
44,44,"Baby" (Official Music Video),Quality Control & DaBaby & Lil Baby,17,1605052,-0.11%,https://www.youtube.com/watch?v=0GbwYFqN1iE
