Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,5,Lonely (with Lil Wayne) [Official Video],DaBaby,2,3951772,0.42%,https://www.youtube.com/watch?v=pqydBaa1QR8
2,3,Life Support,YoungBoy Never Broke Again,2,3013150,-0.39%,https://www.youtube.com/watch?v=Z9AnasYjtvg
3,4,Way 2 Sexy (Official Video),Drake ft. Future and Young Thug,3,2927742,-0.27%,https://www.youtube.com/watch?v=vX9msKu75qs
4,n/a,On My Side,YoungBoy Never Broke Again,1,2913253,n/a,https://www.youtube.com/watch?v=NEu-cJSGvXk
5,n/a,Heavens EP,J. Cole,1,2646009,n/a,https://www.youtube.com/watch?v=YHwUmMl1crE
6,6,Fancy Like,Walker Hayes,13,2456831,-0.01%,https://www.youtube.com/watch?v=G_zuB-ogIBw
7,15,INDUSTRY BABY (Official Video),Jack Harlow & Lil Nas X,9,2255153,0.4%,https://www.youtube.com/watch?v=UTHLKHL_whs
8,7,Vaccine,NoCap,7,2237515,-0.06%,https://www.youtube.com/watch?v=3MLjfnouo88
9,n/a,DOLLA SIGN SLIME,Lil Nas X,1,2195322,n/a,https://www.youtube.com/watch?v=wuh6YqcQgmM
10,8,EVERY CHANCE I GET (Official Music Video),DJ Khaled,21,2169679,-0.05%,https://www.youtube.com/watch?v=BTivsHlVcGU
11,9,STAY (Official Video),Justin Bieber & The Kid Laroi,11,2120013,-0.06%,https://www.youtube.com/watch?v=kTJczUoc26U
12,n/a,September,Earth Wind & Fire,4,1801048,n/a,https://www.youtube.com/watch?v=Gs069dndIYk
13,12,Outside (Better Days),MO3 & Og Bobby Billions,27,1777530,-0.06%,https://www.youtube.com/watch?v=VT0YV-hJHzg
14,n/a,SCOOP,Lil Nas X,1,1776663,n/a,https://www.youtube.com/watch?v=iHLmSXJLH8E
15,13,Wild Side (Official Video),Normani,10,1686445,-0.06%,https://www.youtube.com/watch?v=DFMEBquxeO8
16,1,Have Mercy (Official Video),Chlöe,2,1641019,-0.72%,https://www.youtube.com/watch?v=FfesqRkdSEk
17,14,Maybach feat. Future (Official Music Video),42 Dugg,18,1596633,-0.02%,https://www.youtube.com/watch?v=gVGRIBWy6ig
18,16,Ya Supérame (En Vivo),Grupo Firme,8,1473862,-0.06%,https://www.youtube.com/watch?v=g2BzGJnNvEw
19,17,Back In Blood,Pooh Shiesty,38,1460224,-0.05%,https://www.youtube.com/watch?v=0-Tm65i96TY
20,20,You’re Mines Still,Yung Bleu,40,1411089,-0.01%,https://www.youtube.com/watch?v=_bptrMV3zHE
21,21,2055 (Official Video),Sleepy Hallow,10,1375153,-0.02%,https://www.youtube.com/watch?v=y1xZ_kAhjMc
22,46,MONTERO (Call Me By Your Name) (Official Video),Lil Nas X,22,1334566,0.52%,https://www.youtube.com/watch?v=6swmTBVI83k
23,n/a,Propaganda,Tom MacDonald & Dax,1,1284667,n/a,https://www.youtube.com/watch?v=OmaqK8GwTcI
24,29,INDUSTRY BABY,Jack Harlow & Lil Nas X,8,1249136,0.12%,https://www.youtube.com/watch?v=HCq1OcAEAm0
