Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,5,All My Life,Lil Durk,13,2960934,-0.05%,https://www.youtube.com/watch?v=Z4N8lzKNfy4
2,8,Favorite Song,Toosii,21,2629020,-0.09%,https://www.youtube.com/watch?v=4D89Qr5vH6U
3,6,Barbie World,Nicki Minaj & Ice Spice,7,2615730,-0.12%,https://www.youtube.com/watch?v=CUj2AWEJnwQ
4,n/a,EL AMOR DE SU VIDA,Grupo Frontera & Grupo Firme,1,2588625,n/a,https://www.youtube.com/watch?v=Vr1M_l-1wjc
5,7,Put It On Da Floor Again,Latto,10,2497854,-0.14%,https://www.youtube.com/watch?v=-WtNCR3EDS4
6,2,Try That In A Small Town,Jason Aldean,4,2283530,-0.37%,https://www.youtube.com/watch?v=b1_RKu-ESCY
7,n/a,Paint The Town Red,Doja Cat,1,2278231,n/a,https://www.youtube.com/watch?v=m4_9TFeMfJE
8,n/a,Angel,Halle,1,2214037,n/a,https://www.youtube.com/watch?v=1F76N2R3P9E
9,3,Deli,Ice Spice,3,2166064,-0.39%,https://www.youtube.com/watch?v=UqmUxkRPBS0
10,10,La Bebe (Remix),Yng Lvcas & Peso Pluma,20,2119594,-0.08%,https://www.youtube.com/watch?v=3mchJ-EW9rM
11,11,un x100to,Grupo Frontera & Bad Bunny,17,2094261,-0.06%,https://www.youtube.com/watch?v=3inw26U-os4
12,12,Ella Baila Sola,Eslabón Armado & Peso Pluma,18,1936696,-0.13%,https://www.youtube.com/watch?v=lZiaYpD9ZrI
13,14,Last Night,Morgan Wallen,24,1934434,-0.03%,https://www.youtube.com/watch?v=bUjPPBxbQrQ
14,n/a,How We Roll,Ciara & Chris Brown,1,1860148,n/a,https://www.youtube.com/watch?v=xnumI3_qt-w
15,16,Qué Onda Perdida,Grupo Firme & Gerardo Coronel,19,1824952,-0.01%,https://www.youtube.com/watch?v=1WPWhghNipM
16,15,Peaches & Eggplants (Official Video),Young Nudy,7,1768039,-0.1%,https://www.youtube.com/watch?v=pGsetzZscws
17,20,Thang For You,Rylo Rodriguez,7,1710171,0.05%,https://www.youtube.com/watch?v=hpK16l6fDsg
18,18,RUBICON,Peso Pluma,7,1646109,-0.02%,https://www.youtube.com/watch?v=2t4s1peIZfU
19,17,B**** Let's Do It,YoungBoy Never Broke Again,14,1624042,-0.11%,https://www.youtube.com/watch?v=pjXdDjUWkjk
20,32,LALA,Myke Towers,2,1569467,0.15%,https://www.youtube.com/watch?v=BVdngsy95mY
21,21,LADY GAGA,Peso Pluma & Gabito Ballesteros & Junior H,3,1569463,-0.03%,https://www.youtube.com/watch?v=3Wnso2A4PZE
22,n/a,I Don’t Apologize,Kevin Gates,1,1523376,n/a,https://www.youtube.com/watch?v=Y70uWkm68Lo
23,23,Equal Dirt,Rylo Rodriguez,3,1489760,-0.07%,https://www.youtube.com/watch?v=1WliIzP4R2s
24,27,Tulum,Peso Pluma & Grupo Frontera,6,1433395,-0.03%,https://www.youtube.com/watch?v=mG_RN0oB4oE
25,30,Johnny Dang (ChopNotSlop Remix),That Mexican OT,11,1418608,0.03%,https://www.youtube.com/watch?v=tvmUrOSahsc
26,19,Princess Diana,Ice Spice,17,1379507,-0.18%,https://www.youtube.com/watch?v=gMq-I0dejjE
27,n/a,Love Me Again,V,1,1331259,n/a,https://www.youtube.com/watch?v=HYzyRHAHJl8
28,26,Tomorrow 2,GloRilla & Cardi B,46,1317039,-0.12%,https://www.youtube.com/watch?v=zwa7NzNBQig
29,28,Frágil,Yahritza Y Su Esencia & Grupo Frontera,14,1306468,-0.09%,https://www.youtube.com/watch?v=MtPgcgcZZEc
30,22,Barbie Girl,Aqua,5,1291338,-0.19%,https://www.youtube.com/watch?v=ZyhrYis509A
31,34,QUE VUELVAS,Grupo Frontera & Carin Leon,35,1280722,-0.03%,https://www.youtube.com/watch?v=gG3516BF5_w
32,38,Red Flags,Tom Cardy,4,1277475,0.06%,https://www.youtube.com/watch?v=GFokXnCCMf8
