Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,vampire,Olivia Rodrigo,1,4846756,n/a,https://www.youtube.com/watch?v=RlPNh_PBZb4
2,2,All My Life,Lil Durk,8,3986989,-0.02%,https://www.youtube.com/watch?v=Z4N8lzKNfy4
3,4,Favorite Song,Toosii,16,3102323,-0.12%,https://www.youtube.com/watch?v=4D89Qr5vH6U
4,3,Put It On Da Floor Again,Latto,5,2990737,-0.17%,https://www.youtube.com/watch?v=-WtNCR3EDS4
5,n/a,Tulum,Peso Pluma & Grupo Frontera,1,2889004,n/a,https://www.youtube.com/watch?v=mG_RN0oB4oE
6,7,La Bebe (Remix),Yng Lvcas & Peso Pluma,15,2593426,-0.09%,https://www.youtube.com/watch?v=3mchJ-EW9rM
7,9,Ella Baila Sola,Eslabón Armado & Peso Pluma,13,2494811,0.01%,https://www.youtube.com/watch?v=lZiaYpD9ZrI
8,8,un x100to,Grupo Frontera & Bad Bunny,12,2487731,-0.09%,https://www.youtube.com/watch?v=3inw26U-os4
9,12,B**** Let's Do It,YoungBoy Never Broke Again,9,1982889,-0.04%,https://www.youtube.com/watch?v=pjXdDjUWkjk
10,41,RUBICON,Peso Pluma,2,1976474,0.7%,https://www.youtube.com/watch?v=2t4s1peIZfU
11,5,SABOR FRESA,Fuerza Regida,2,1825597,-0.44%,https://www.youtube.com/watch?v=r83dUG7YbKA
12,14,Last Night,Morgan Wallen,19,1805897,-0.05%,https://www.youtube.com/watch?v=bUjPPBxbQrQ
13,16,Bye,Peso Pluma,6,1787768,-0.02%,https://www.youtube.com/watch?v=8ttz1wdViys
14,10,Peaches & Eggplants (Official Video),Young Nudy,2,1739527,-0.16%,https://www.youtube.com/watch?v=pGsetzZscws
15,22,Qué Onda Perdida,Grupo Firme & Gerardo Coronel,14,1704322,0.12%,https://www.youtube.com/watch?v=1WPWhghNipM
16,17,TQG,Shakira & KAROL G,19,1675866,-0.03%,https://www.youtube.com/watch?v=jZGpkLElSu8
17,1,Barbie World,Nicki Minaj & Ice Spice,2,1575184,-0.63%,https://www.youtube.com/watch?v=CUj2AWEJnwQ
18,23,Calm Down,Rema & Selena Gomez,42,1556026,0.05%,https://www.youtube.com/watch?v=WcIcVapfqXw
19,21,Tomorrow 2,GloRilla & Cardi B,41,1486903,-0.04%,https://www.youtube.com/watch?v=zwa7NzNBQig
20,62,Thang For You,Rylo Rodriguez,2,1374707,0.63%,https://www.youtube.com/watch?v=hpK16l6fDsg
21,27,PRC,Peso Pluma & Natanael Cano,18,1361548,0.03%,https://www.youtube.com/watch?v=kJflWOiAc6I
22,19,TQM,Fuerza Regida,7,1356052,-0.16%,https://www.youtube.com/watch?v=DzTNN5Zzpok
23,24,PLEBADA,Peso Pluma & El Alfa,4,1328760,-0.1%,https://www.youtube.com/watch?v=f7XYWF4fpik
24,50,wait in the truck (Official Music Video),HARDY,42,1272983,0.27%,https://www.youtube.com/watch?v=YsMB0i5YTOc
25,20,Princess Diana,Ice Spice,12,1269563,-0.19%,https://www.youtube.com/watch?v=gMq-I0dejjE
26,18,Flowers,Miley Cyrus,26,1265246,-0.22%,https://www.youtube.com/watch?v=G7KNmW9a75Y
27,29,QUE VUELVAS,Grupo Frontera & Carin Leon,30,1256335,-0.03%,https://www.youtube.com/watch?v=gG3516BF5_w
28,n/a,Aston Martin Music,Rick Ross,35,1196302,n/a,https://www.youtube.com/watch?v=a35rNEBNiO4
29,40,California Breeze,Lil Baby,38,1175334,-0.01%,https://www.youtube.com/watch?v=WyhU6Zb_fhY
30,26,Por Las Noches,Peso Pluma,19,1162530,-0.16%,https://www.youtube.com/watch?v=acr5b7ZanDA
31,33,Bebe Dame,Fuerza Regida & Grupo Frontera,26,1152187,-0.07%,https://www.youtube.com/watch?v=Oie--p6YqJo
32,36,WHERE SHE GOES,Bad Bunny,7,1140645,-0.07%,https://www.youtube.com/watch?v=bef8QLNHubw
33,32,Chanel,Becky G & Peso Pluma,13,1134422,-0.1%,https://www.youtube.com/watch?v=b2wQtu9YnWk
34,39,No Se Va (En Vivo),Grupo Frontera,45,1121625,-0.07%,https://www.youtube.com/watch?v=VtKcDwz6hiM
35,n/a,Sativa,Jhené Aiko,33,1120319,n/a,https://www.youtube.com/watch?v=5x-d3pabd5o
36,31,Johnny Dang (ChopNotSlop Remix),That Mexican OT,6,1120313,-0.12%,https://www.youtube.com/watch?v=tvmUrOSahsc
37,25,PESO PLUMA: Bzrp Music Sessions Vol. 55,Bizarrap & Peso Pluma,6,1114866,-0.23%,https://www.youtube.com/watch?v=v5_SYkFpFiY
38,37,Qué Agonía,Ángela Aguilar & Yuridia,32,1078774,-0.11%,https://www.youtube.com/watch?v=Q8xIa7KcI1A
39,58,Last Resort (Reimagined),Falling In Reverse,2,1056745,0.19%,https://www.youtube.com/watch?v=ESOjt2_yJrU
40,38,Fight The Feeling,Rod Wave,14,1048455,-0.13%,https://www.youtube.com/watch?v=6dW4d0IcQ3k
41,n/a,LADY GAGA,Peso Pluma & Gabito Ballesteros & Junior H,1,1048073,n/a,https://www.youtube.com/watch?v=S_ppaN7zmdg
42,15,Pa Ti,Yailin la Mas Viral & 6ix9ine,3,1041418,-0.44%,https://www.youtube.com/watch?v=sCyCQ8KLIM0
43,n/a,Steal The Show,Lauv,1,1031466,n/a,https://www.youtube.com/watch?v=DwuJeGYlYyw
44,44,Frágil (Official Video),Yahritza Y Su Esencia & Grupo Frontera,13,1025304,-0.03%,https://www.youtube.com/watch?v=FJ0CRDzsuCs
45,n/a,Bad and Boujee,Migos,74,1018623,n/a,https://www.youtube.com/watch?v=S-sJp1FfG7Q
46,46,Jelly Roll - Son Of A Sinner (Official Music Video),Jelly Roll,45,1015338,-0.03%,https://www.youtube.com/watch?v=n4Z1cpdkgQU
47,13,I Need To Know,Never Broke Again & YoungBoy Never Broke Again,3,983318,-0.51%,https://www.youtube.com/watch?v=7p5fHrnLdTU
48,n/a,Low Life (Official Music Video),Future,29,981920,n/a,https://www.youtube.com/watch?v=K_9tX4eHztY
49,97,Hotel California (Live at Capital Centre Washington D.C. 3/21/1977),Eagles,6,966167,0.49%,https://www.youtube.com/watch?v=09839DpTctU
50,n/a,Something in the Orange,Zach Bryan,35,959302,n/a,https://www.youtube.com/watch?v=lA8F9sIhGdg
51,56,Frágil,Yahritza Y Su Esencia & Grupo Frontera,9,941341,0.04%,https://www.youtube.com/watch?v=MtPgcgcZZEc
52,74,Lifestyle,Rich Gang,30,916548,0.23%,https://www.youtube.com/watch?v=nGt_JGHYEO4
53,77,NUEVA VIDA (Bandidos Version),Peso Pluma,2,915767,0.27%,https://www.youtube.com/watch?v=qkXIRZKSQ3k
54,53,Thinkin’ Bout Me,Morgan Wallen,17,913510,-0.01%,https://www.youtube.com/watch?v=5DCdL1zdpdM
55,30,Area Codes,Kali,9,912424,-0.29%,https://www.youtube.com/watch?v=g3pLoVClX9M
56,35,MATHEMATICAL DISRESPECT,Lil Mabu,9,888021,-0.28%,https://www.youtube.com/watch?v=YOyE3IfEj8w
57,n/a,Life Is Good (Official Music Video),Future,53,885407,n/a,https://www.youtube.com/watch?v=l0U7SxXHkPY
58,n/a,Si Te Pudiera Mentir,Calibre 50,25,878522,n/a,https://www.youtube.com/watch?v=zcq7khV_jDQ
59,n/a,Si Se Da (Remix),Myke Towers & Farruko & Arcangel & Sech & Zion,22,876572,n/a,https://www.youtube.com/watch?v=CbEst0K063c
60,59,Qué Onda Perdida,Gerardo Coronel,17,875109,0%,https://www.youtube.com/watch?v=_ETK2KUSMTs
