Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,Need to Know (Official Video),Doja Cat,1,5161504,n/a,https://www.youtube.com/watch?v=dI3xkL7qUAc
2,n/a,Thot Shit,Megan Thee Stallion,1,5159356,n/a,https://www.youtube.com/watch?v=KynkMn5Hv3Q
3,1,Yonaguni,Bad Bunny,2,3828104,-0.5%,https://www.youtube.com/watch?v=doLMt10ytHY
4,n/a,No Return (Official Video),Polo G,1,3441291,n/a,https://www.youtube.com/watch?v=kTVDiFX6Ag4
5,3,good 4 u (Official Video),Olivia Rodrigo,5,3392998,-0.16%,https://www.youtube.com/watch?v=gNi_6U5Pm_o
6,8,EVERY CHANCE I GET (Official Music Video),DJ Khaled,7,3363634,0.01%,https://www.youtube.com/watch?v=BTivsHlVcGU
7,n/a,Solar Power,Lorde,1,3233652,n/a,https://www.youtube.com/watch?v=wvsP_lzh2-8
8,9,Outside (Better Days),MO3 & Og Bobby Billions,13,3231849,0.01%,https://www.youtube.com/watch?v=VT0YV-hJHzg
9,10,RAPSTAR (Official Video),Polo G,10,3206614,0.02%,https://www.youtube.com/watch?v=w2IhccXakkE
10,n/a,Modern Day (Official Video),Migos,1,3163836,n/a,https://www.youtube.com/watch?v=8Q7JDYg-LI0
11,7,Back In Blood,Pooh Shiesty,24,3116171,-0.12%,https://www.youtube.com/watch?v=0-Tm65i96TY
12,n/a,Avalanche (Official Video),Migos,1,2856752,n/a,https://www.youtube.com/watch?v=--14w5SOEUs
13,12,Quicksand,Morray,29,2808639,-0.05%,https://www.youtube.com/watch?v=OLi5_8JWoAU
14,n/a,DDG - iCarly "Freestyle" (Official Video),DDG,1,2745504,n/a,https://www.youtube.com/watch?v=uxf4E6lvZzM
15,n/a,Feelin Peachy,Kodak Black,1,2587915,n/a,https://www.youtube.com/watch?v=jnp26RriUTw
16,14,You’re Mines Still,Yung Bleu,26,2562088,-0.05%,https://www.youtube.com/watch?v=_bptrMV3zHE
17,6,Welcome to the Internet,Bo Burnham,2,2464132,-0.37%,https://www.youtube.com/watch?v=k1BneeJTDcU
