Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,We Don't Talk About Bruno (From "Encanto"),Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,6,15645258,0.06%,https://www.youtube.com/watch?v=bvWRMAU6V-c
2,3,The Family Madrigal (From "Encanto"),Olga Merediz & Stephanie Beatriz & Encanto - Cast,9,6091793,-0.02%,https://www.youtube.com/watch?v=Yp5nPGWWMh4
3,2,Super Gremlin,Kodak Black,14,5964156,-0.06%,https://www.youtube.com/watch?v=kiB9qk4gnt4
4,7,Rumors,Gucci Mane,2,3924583,0.29%,https://www.youtube.com/watch?v=QVn1DGgqBNo
5,n/a,We Don't Talk About Bruno (From "Encanto"| Dance Choreography),Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,1,3589057,n/a,https://www.youtube.com/watch?v=uXhUpKqyrco
6,n/a,Shotta Flow 6,NLE Choppa,1,3468565,n/a,https://www.youtube.com/watch?v=f9zkBcZZ-1Y
7,6,Surface Pressure (From "Encanto"/Sing-Along),Jessica Darrow,5,2875400,-0.09%,https://www.youtube.com/watch?v=X-NH1uUfr0U
8,n/a,Get Into It (Yuh) (Official Video),Doja Cat,1,2743127,n/a,https://www.youtube.com/watch?v=9Ko-nEYJ1GE
9,8,Who Want Smoke?? (Directed by Cole Bennett),Nardo Wick,17,2743115,-0.04%,https://www.youtube.com/watch?v=U2SNwtE-0Us
10,11,No Switch,YoungBoy Never Broke Again,2,2140407,-0.14%,https://www.youtube.com/watch?v=7ZIIWUfzm2A
11,4,Cold December,Rod Wave,3,2111623,-0.44%,https://www.youtube.com/watch?v=CVE-nY81mSE
12,12,Hrs & Hrs,Muni Long,6,2052055,-0.14%,https://www.youtube.com/watch?v=okfR_VIbXEQ
13,22,Hit,DaBaby & YoungBoy Never Broke Again,2,1772154,0.17%,https://www.youtube.com/watch?v=aOAk3aoOtYs
14,19,Heart & Soul / Alligator Walk,YoungBoy Never Broke Again & Birdman,10,1615470,-0.06%,https://www.youtube.com/watch?v=NvKjO-8DusE
15,16,Fish Scale,YoungBoy Never Broke Again,5,1537920,-0.21%,https://www.youtube.com/watch?v=jR4AG5LdKYE
16,n/a,Johnny P's Caddy,Benny the Butcher & J. Cole,1,1536344,n/a,https://www.youtube.com/watch?v=klZNvJArVSE
17,21,Broadway Girls,Lil Durk,7,1511698,-0.04%,https://www.youtube.com/watch?v=2CNl_CCtE-I
18,5,Bring It On,YoungBoy Never Broke Again,2,1459998,-0.61%,https://www.youtube.com/watch?v=vd5Pm48-jFs
19,20,Dos Oruguitas (From "Encanto"),Sebastián Yatra,4,1417477,-0.1%,https://www.youtube.com/watch?v=DUGtyj5QlEM
20,24,pushin P,Gunna & Future,4,1334775,-0.11%,https://www.youtube.com/watch?v=9g08kucPQtE
21,25,By Your Side,Rod Wave,12,1332574,-0.09%,https://www.youtube.com/watch?v=y7394ESN91Y
22,42,Fumando Mota,Los Lara,5,1328761,0.31%,https://www.youtube.com/watch?v=bEIPtOTJcMk
23,29,Maybach feat. Future (Official Music Video),42 Dugg,37,1305208,0.04%,https://www.youtube.com/watch?v=gVGRIBWy6ig
24,27,Street Runner,Rod Wave,48,1299088,-0.07%,https://www.youtube.com/watch?v=AeaR5QbXgpM
25,31,Fancy Like,Walker Hayes,32,1266102,0.03%,https://www.youtube.com/watch?v=G_zuB-ogIBw
26,10,Proud (Official Video),Key Glock,3,1220836,-0.55%,https://www.youtube.com/watch?v=8NeFPEAu9CA
27,35,EVERY CHANCE I GET (Official Music Video),DJ Khaled,40,1205563,0.07%,https://www.youtube.com/watch?v=BTivsHlVcGU
28,36,Outside (Better Days),MO3 & Og Bobby Billions,46,1180980,0.06%,https://www.youtube.com/watch?v=VT0YV-hJHzg
29,n/a,High (Official Video),The Chainsmokers,1,1159637,n/a,https://www.youtube.com/watch?v=AfxsFsLhL04
30,30,Black Ball,YoungBoy Never Broke Again & Birdman,9,1147079,-0.09%,https://www.youtube.com/watch?v=OuJd3cLBWHA
31,33,Talking To My Scale (Official Video),Young Dolph,14,1143832,-0.04%,https://www.youtube.com/watch?v=KymiqOr5So4
32,n/a,JAKE PAUL - DANA WHITE DISS TRACK (Official Music Video),Jake Paul,1,1133013,n/a,https://www.youtube.com/watch?v=UycLZUh7Mhc
33,n/a,Gangsta's Paradise,Coolio,26,1116313,n/a,https://www.youtube.com/watch?v=fPO76Jlnz6c
34,n/a,Thought I Was Gonna Stop,Papoose,1,1098447,n/a,https://www.youtube.com/watch?v=CDetbKTJ1dY
35,n/a,Set Me Free,Rylo Rodriguez,1,1091262,n/a,https://www.youtube.com/watch?v=Ygfj6uNlRRo
36,38,Life Support,YoungBoy Never Broke Again,18,1068362,-0.01%,https://www.youtube.com/watch?v=Z9AnasYjtvg
37,41,Me Metí En El Ruedo (En Vivo),Luis R Conriquez,25,1059467,0.04%,https://www.youtube.com/watch?v=JDkPpdkIl7g
