Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,Body,Megan Thee Stallion,1,11578518,n/a,https://www.youtube.com/watch?v=7PBYGu4Az8s
2,n/a,Life Goes On,BTS,1,9981546,n/a,https://www.youtube.com/watch?v=-5q5mZbe3V8
3,1,Life Is Good (Official Music Video),Future,46,9807988,0.11%,https://www.youtube.com/watch?v=l0U7SxXHkPY
4,2,HOLIDAY (Official Video),Lil Nas X,2,6393868,-0.02%,https://www.youtube.com/watch?v=9vMLTcftlyI
5,n/a,End Of Story,Quando Rondo,1,6035693,n/a,https://www.youtube.com/watch?v=AoB8koE95C0
6,6,Dákiti,Bad Bunny & Jhay Cortez,4,5179325,0.26%,https://www.youtube.com/watch?v=TmKh7lAwnBI
7,n/a,Monster,Justin Bieber & Shawn Mendes,1,5150729,n/a,https://www.youtube.com/watch?v=MPbUaIZAaeA
8,n/a,Pain Away,Meek Mill,1,4491057,n/a,https://www.youtube.com/watch?v=E0gmyePNri4
9,5,Dime Cómo Quieres,Ángela Aguilar & Christian Nodal,2,4375106,-0.1%,https://www.youtube.com/watch?v=Ge4AKbnr6ME
10,7,Took Her to the O,King Von,9,3553361,-0.02%,https://www.youtube.com/watch?v=hzt31eJTGxo
11,9,For The Night (Audio),Pop Smoke,21,3410110,0.07%,https://www.youtube.com/watch?v=Q9pjm4cNsfc
12,4,34+35 (official video),Ariana Grande,2,3313775,-0.4%,https://www.youtube.com/watch?v=B6_iQvaIjXw
13,10,Laugh Now Cry Later (Official Music Video),Drake,15,3107293,0.03%,https://www.youtube.com/watch?v=JFm7YDVlqnI
14,13,We Paid (Official Video),Lil Baby & 42 Dugg,30,3045382,0.14%,https://www.youtube.com/watch?v=GErG9femMQk
15,18,BICHOTA (Official Video),KAROL G,5,2827362,0.26%,https://www.youtube.com/watch?v=QaXhVryxVBk
16,12,King Von Ft Lil Durk - "All These N**gas" (Music Video),Boss Top & DqFrmDaO & King Von,17,2761771,-0.06%,https://www.youtube.com/watch?v=gB2LmRyfXuk
17,3,Therefore I Am (Official Music Video),Billie Eilish,3,2469813,-0.62%,https://www.youtube.com/watch?v=RUQl6YcMalg
18,16,positions (official video),Ariana Grande,5,2463303,0%,https://www.youtube.com/watch?v=tcYodQoapMg
19,25,Said Sum (Remix),Moneybagg Yo,6,2429834,0.21%,https://www.youtube.com/watch?v=UDRnXJXKX-A
20,n/a,Gucci Peacoat,DaBaby,1,2339684,n/a,https://www.youtube.com/watch?v=uKhy1Y69BT4
21,20,WAP,Cardi B,16,2265212,0.05%,https://www.youtube.com/watch?v=Wc5IbN4xw70
22,17,King Von - Crazy Story Pt. 3 (Official Video),King Von,7,2192805,-0.08%,https://www.youtube.com/watch?v=YpxzPXaYyM4
23,24,Wishing Well,Juice WRLD,20,2146228,0.04%,https://www.youtube.com/watch?v=C5i-UnuUKUI
24,15,Around,YoungBoy Never Broke Again,3,2144377,-0.18%,https://www.youtube.com/watch?v=3arkYqvD5q4
25,21,Back in Blood,Pooh Shiesty,3,2131655,-0.01%,https://www.youtube.com/watch?v=RnGLMCOFjFQ
26,n/a,Back to the Streets,Saweetie,1,2067078,n/a,https://www.youtube.com/watch?v=n7JigFZ-iZQ
27,11,Broken Love,MO3,15,2061532,-0.3%,https://www.youtube.com/watch?v=jWQNqlZ47Ec
28,50,Don’t Stop,Megan Thee Stallion,8,2056601,0.47%,https://www.youtube.com/watch?v=6iuwBio5EUA
29,32,MOLLY (BABY MAMA),Foogiano,21,2048900,0.17%,https://www.youtube.com/watch?v=PfTQcl6Q6CE
30,n/a,Prisoner (Official Video),Miley Cyrus,1,1974702,n/a,https://www.youtube.com/watch?v=0ir1qkPXPVM
31,8,That's It,Future & Lil Uzi Vert,2,1974131,-0.44%,https://www.youtube.com/watch?v=PmQsZNery80
32,23,Crazy Story,King Von,3,1942579,-0.06%,https://www.youtube.com/watch?v=g0v7Ow6Epog
33,39,Dynamite,BTS,14,1919480,0.18%,https://www.youtube.com/watch?v=gdZLi9oWNZg
34,41,Cabrón y Vago (En Vivo),Los Dos Carnales,17,1870518,0.18%,https://www.youtube.com/watch?v=TsGuAJc9z38
35,n/a,Body,Megan Thee Stallion,1,1852564,n/a,https://www.youtube.com/watch?v=X_C26M6MJiY
36,34,WHATS POPPIN (Remix),Jack Harlow,19,1838475,0.06%,https://www.youtube.com/watch?v=HIwAI05Y1fU
37,14,Thrasher,YoungBoy Never Broke Again,2,1802582,-0.32%,https://www.youtube.com/watch?v=RWn2geHzfVM
38,47,WAP,Cardi B,16,1792674,0.25%,https://www.youtube.com/watch?v=hsm4poTWjMs
39,30,Larray - Cancelled (Official Music Video),Larray,6,1788490,-0.07%,https://www.youtube.com/watch?v=M06ju3qJqA4
40,37,Rags2Riches,Rod Wave,9,1787596,0.07%,https://www.youtube.com/watch?v=A2mJSG0L9U0
41,35,Kacey Talk,YoungBoy Never Broke Again,16,1764732,0.03%,https://www.youtube.com/watch?v=0C80BSgjb8M
42,40,When We Shoot,Lil Durk,19,1738772,0.08%,https://www.youtube.com/watch?v=VjMKmJDT_qU
43,55,Muwop (Official Video),Latto,17,1723413,0.35%,https://www.youtube.com/watch?v=meFxq3-mNEc
44,61,All I Want for Christmas Is You (Make My Wish Come True Edition),Mariah Carey,4,1715560,0.4%,https://www.youtube.com/watch?v=aAkMkVFwAoo
45,33,Train Wreck,James Arthur,6,1701165,-0.03%,https://www.youtube.com/watch?v=CveANi17YfU
46,43,Hit Different (Official Video),SZA,12,1678221,0.1%,https://www.youtube.com/watch?v=qJlMkMtK7-8
47,45,Walk Em Down feat. Roddy Ricch,NLE Choppa,36,1674698,0.1%,https://www.youtube.com/watch?v=fyIcQ1Xl-rs
48,42,Mood Swings (Audio),Pop Smoke,20,1673210,0.07%,https://www.youtube.com/watch?v=Bo5hepNudl0
49,65,Rodeo (ft. Nas) [Official Video],Lil Nas X,22,1671106,0.38%,https://www.youtube.com/watch?v=c-yRN55iaQY
50,27,What That Speed Bout!?,Mike WiLL Made-It,3,1642519,-0.17%,https://www.youtube.com/watch?v=BmzFSKGwx54
51,38,Letter From Houston,Rod Wave,16,1641866,0%,https://www.youtube.com/watch?v=CiCT7NCP6BY
52,49,Rod Wave - Rags 2 Riches Ft. Lil Baby & ATR SonSon (Official Audio),Rod Wave,16,1615791,0.14%,https://www.youtube.com/watch?v=JxAlZOn4QhM
53,19,The Code,King Von,4,1612364,-0.26%,https://www.youtube.com/watch?v=luU7F7lvvjk
54,31,King Von - Crazy Story (REMIX) ft. Lil Durk (Official Video),King Von,4,1599494,-0.15%,https://www.youtube.com/watch?v=lO7T9KLI7qA
55,46,Internet Money - Lemonade ft. Don Toliver Gunna & Nav (Directed by Cole Bennett),Internet Money,15,1584947,0.08%,https://www.youtube.com/watch?v=0opZqh_TprM
56,n/a,FIRST DAY IN LA,Foogiano,1,1583896,n/a,https://www.youtube.com/watch?v=lcSVnujwhtU
57,54,More Than My Hometown (Official Music Video),Morgan Wallen,11,1578533,0.22%,https://www.youtube.com/watch?v=MS82JAkBkDY
58,n/a,Therefore I Am (Live from the American Music Awards / 2020),Billie Eilish,1,1556387,n/a,https://www.youtube.com/watch?v=soCmD9b4ros
59,48,Throat Baby (Go Baby),BRS Kash,5,1547338,0.08%,https://www.youtube.com/watch?v=ushbQmye-To
60,n/a,Shots out the Vette,BIG30,1,1515983,n/a,https://www.youtube.com/watch?v=Vd7MCHx-pUk
61,58,Mood (Official Video),24kGoldn,14,1509391,0.22%,https://www.youtube.com/watch?v=GrAchTdepsU
62,n/a,Gucci Mane - Truth (Official Music Video),Gucci Mane,1,1504580,n/a,https://www.youtube.com/watch?v=sVgd0pIZ8fQ
63,62,Hawái (Official Video),Maluma,14,1502863,0.23%,https://www.youtube.com/watch?v=pK060iUFWXg
64,36,I Am What I Am,King Von,6,1475815,-0.12%,https://www.youtube.com/watch?v=JHixsTYXfso
65,n/a,BOP,DaBaby,40,1472387,n/a,https://www.youtube.com/watch?v=28hYUZMufDg
66,n/a,More Money More Problems,DaBaby,1,1458529,n/a,https://www.youtube.com/watch?v=FSe1HFBMmHU
67,80,Everybody (remix),MO3 & Boosie Badazz,2,1442193,0.32%,https://www.youtube.com/watch?v=VkycpLa4VU8
68,51,POPSTAR (Official Music Video - Starring Justin Bieber),DJ Khaled ft. Drake,12,1436328,0.03%,https://www.youtube.com/watch?v=3CxtK7-XtE0
