Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Life Is Good (Official Music Video),Future,49,9190527,-0.04%,https://www.youtube.com/watch?v=l0U7SxXHkPY
2,n/a,willow (Official Music Video),Taylor Swift,1,7870167,n/a,https://www.youtube.com/watch?v=RsEZmictANA
3,n/a,Green Dot,YoungBoy Never Broke Again,1,4367155,n/a,https://www.youtube.com/watch?v=1GKDatspLKY
4,7,Whoopty,CJ,5,4230056,0.08%,https://www.youtube.com/watch?v=2xWkATdMQms
5,9,Dákiti,Bad Bunny & Jhay Cortez,7,3584565,-0.03%,https://www.youtube.com/watch?v=TmKh7lAwnBI
6,2,On Me,Lil Baby,2,3488428,-0.48%,https://www.youtube.com/watch?v=ieTnO1Dvt-I
7,8,HOLIDAY (Official Video),Lil Nas X,5,3175067,-0.16%,https://www.youtube.com/watch?v=9vMLTcftlyI
8,12,For The Night (Audio),Pop Smoke,24,3127075,0.05%,https://www.youtube.com/watch?v=Q9pjm4cNsfc
9,6,Body,Megan Thee Stallion,4,2956570,-0.26%,https://www.youtube.com/watch?v=7PBYGu4Az8s
10,10,How I Been,YoungBoy Never Broke Again,2,2900867,-0.16%,https://www.youtube.com/watch?v=ehper8I7NsI
11,11,Took Her to the O,King Von,12,2765632,-0.09%,https://www.youtube.com/watch?v=hzt31eJTGxo
12,n/a,HOY COBRÉ,Bad Bunny,1,2752731,n/a,https://www.youtube.com/watch?v=XJcXjUB0yqY
13,13,All I Want for Christmas Is You (Make My Wish Come True Edition),Mariah Carey,7,2705169,-0.05%,https://www.youtube.com/watch?v=aAkMkVFwAoo
14,15,Broken Love,MO3,18,2681114,-0.04%,https://www.youtube.com/watch?v=jWQNqlZ47Ec
15,14,We Paid (Official Video),Lil Baby & 42 Dugg,33,2632062,-0.07%,https://www.youtube.com/watch?v=GErG9femMQk
16,16,BICHOTA (Official Video),KAROL G,8,2566391,-0.05%,https://www.youtube.com/watch?v=QaXhVryxVBk
17,17,Laugh Now Cry Later (Official Music Video),Drake,18,2523066,-0.03%,https://www.youtube.com/watch?v=JFm7YDVlqnI
18,n/a,De Vuelta Pa' la Vuelta,Daddy Yankee & Marc Anthony,1,2516805,n/a,https://www.youtube.com/watch?v=VibGLc41UvQ
19,4,GIRL LIKE ME (Official Music Video),Black Eyed Peas,2,2417518,-0.49%,https://www.youtube.com/watch?v=vMLk_T0PPbk
20,n/a,Sex Lies (Official Video),Latto,1,2334959,n/a,https://www.youtube.com/watch?v=okQc6z1BZiA
21,18,34+35 (official video),Ariana Grande,5,2048942,-0.09%,https://www.youtube.com/watch?v=B6_iQvaIjXw
22,19,King Von Ft Lil Durk - "All These N**gas" (Music Video),Boss Top & DqFrmDaO & King Von,20,2005270,-0.1%,https://www.youtube.com/watch?v=gB2LmRyfXuk
23,22,Wishing Well,Juice WRLD,23,1957122,-0.07%,https://www.youtube.com/watch?v=C5i-UnuUKUI
24,n/a,Lurkin,Funk Flex & King Von,1,1953856,n/a,https://www.youtube.com/watch?v=jD1jvB3M45I
25,26,MOLLY (BABY MAMA),Foogiano,24,1932152,0.02%,https://www.youtube.com/watch?v=PfTQcl6Q6CE
26,25,Dime Cómo Quieres,Ángela Aguilar & Christian Nodal,5,1802263,-0.13%,https://www.youtube.com/watch?v=Ge4AKbnr6ME
27,27,Said Sum (Remix),Moneybagg Yo,9,1793747,-0.03%,https://www.youtube.com/watch?v=UDRnXJXKX-A
28,32,Train Wreck,James Arthur,9,1728430,0%,https://www.youtube.com/watch?v=CveANi17YfU
29,31,Back in Blood,Pooh Shiesty,6,1712725,-0.01%,https://www.youtube.com/watch?v=RnGLMCOFjFQ
30,21,Pain Away,Meek Mill,4,1708662,-0.19%,https://www.youtube.com/watch?v=E0gmyePNri4
31,30,Hot N*gga (Official Music Video),Bobby Shmurda,22,1694887,-0.02%,https://www.youtube.com/watch?v=vJwKKKd2ZYE
32,86,Way Out,Jack Harlow,2,1684849,0.53%,https://www.youtube.com/watch?v=3pjluP5vNug
33,36,WHATS POPPIN (Remix),Jack Harlow,22,1671146,0.05%,https://www.youtube.com/watch?v=HIwAI05Y1fU
34,29,Last Christmas,Wham!,11,1647195,-0.05%,https://www.youtube.com/watch?v=E8gmARGvPlI
35,34,When We Shoot,Lil Durk,22,1645487,-0.02%,https://www.youtube.com/watch?v=VjMKmJDT_qU
36,n/a,One Whole Day,Dixie,1,1597477,n/a,https://www.youtube.com/watch?v=XNFBE0t0hIM
37,33,WAP,Cardi B,19,1585402,-0.07%,https://www.youtube.com/watch?v=Wc5IbN4xw70
38,41,Mary Did You Know? (Official Video),Pentatonix,22,1561649,0.04%,https://www.youtube.com/watch?v=ifCWN5pJGIE
39,37,Hit Different (Official Video),SZA,15,1544514,-0.03%,https://www.youtube.com/watch?v=qJlMkMtK7-8
40,35,Around,YoungBoy Never Broke Again,6,1539262,-0.07%,https://www.youtube.com/watch?v=3arkYqvD5q4
41,54,Quicksand,Morray,3,1530494,0.13%,https://www.youtube.com/watch?v=OLi5_8JWoAU
42,28,positions (official video),Ariana Grande,8,1518406,-0.13%,https://www.youtube.com/watch?v=tcYodQoapMg
43,40,King Von - Crazy Story Pt. 3 (Official Video),King Von,10,1468551,-0.04%,https://www.youtube.com/watch?v=YpxzPXaYyM4
44,45,Throat Baby (Go Baby),BRS Kash,8,1449996,-0.01%,https://www.youtube.com/watch?v=ushbQmye-To
45,44,Mood Swings (Audio),Pop Smoke,23,1441745,-0.02%,https://www.youtube.com/watch?v=Bo5hepNudl0
46,42,Walk Em Down feat. Roddy Ricch,NLE Choppa,39,1424544,-0.04%,https://www.youtube.com/watch?v=fyIcQ1Xl-rs
47,63,Como La Flor (Live),Selena,2,1419319,0.12%,https://www.youtube.com/watch?v=FwZTgDjRLM0
48,56,Money Mu - “Hittin’ Remix” feat. MoneyBagg Yo & Foogiano (Official Music Video - WSHH Exclusive),Money Mu,5,1407637,0.06%,https://www.youtube.com/watch?v=j7tHktqr_sA
