Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,brutal (Official Video),Olivia Rodrigo,1,3070650,n/a,https://www.youtube.com/watch?v=OGUy2UmRxJ0
2,3,Vaccine,NoCap,3,3063892,-0.21%,https://www.youtube.com/watch?v=3MLjfnouo88
3,4,EVERY CHANCE I GET (Official Music Video),DJ Khaled,17,2596355,-0.07%,https://www.youtube.com/watch?v=BTivsHlVcGU
4,7,STAY (Official Video),Justin Bieber & The Kid Laroi,7,2461878,-0.03%,https://www.youtube.com/watch?v=kTJczUoc26U
5,8,Outside (Better Days),MO3 & Og Bobby Billions,23,2152101,-0.09%,https://www.youtube.com/watch?v=VT0YV-hJHzg
6,9,Ya Supérame (En Vivo),Grupo Firme,4,2131325,-0.03%,https://www.youtube.com/watch?v=g2BzGJnNvEw
7,n/a,In My Blood,MO3 & Morray,1,1968351,n/a,https://www.youtube.com/watch?v=F-trG2hjaQk
8,20,Time Heals,Rod Wave,2,1913214,0.22%,https://www.youtube.com/watch?v=KGXNOBYVVuM
9,13,You’re Mines Still,Yung Bleu,36,1830472,0.03%,https://www.youtube.com/watch?v=_bptrMV3zHE
10,n/a,Already Won,Rod Wave,1,1802240,n/a,https://www.youtube.com/watch?v=HjBl98aF-NU
11,16,Back In Blood,Pooh Shiesty,34,1782466,0.01%,https://www.youtube.com/watch?v=0-Tm65i96TY
12,10,INDUSTRY BABY (Official Video),Jack Harlow & Lil Nas X,5,1756419,-0.18%,https://www.youtube.com/watch?v=UTHLKHL_whs
13,15,Maybach feat. Future (Official Music Video),42 Dugg,14,1664873,-0.06%,https://www.youtube.com/watch?v=gVGRIBWy6ig
14,n/a,Get Ready,Rod Wave,1,1650730,n/a,https://www.youtube.com/watch?v=H9M0Jd7osKM
15,24,Fancy Like,Walker Hayes,9,1638428,0.14%,https://www.youtube.com/watch?v=G_zuB-ogIBw
16,n/a,Summer Of Love (Official Music Video),Tainy & Shawn Mendes,1,1597675,n/a,https://www.youtube.com/watch?v=v9lZ2MEx8oU
17,14,Wild Side (Official Video),Normani,6,1590598,-0.11%,https://www.youtube.com/watch?v=DFMEBquxeO8
18,17,2055 (Official Video),Sleepy Hallow,6,1577631,-0.05%,https://www.youtube.com/watch?v=y1xZ_kAhjMc
19,18,Quicksand,Morray,39,1565684,-0.03%,https://www.youtube.com/watch?v=OLi5_8JWoAU
20,11,5500 Degrees [Official Music Video],EST Gee,3,1491015,-0.27%,https://www.youtube.com/watch?v=IWm4c9u0O8c
21,12,Aventura Bad Bunny - Volví (Video Oficial),Aventura & Bad Bunny & Romeo Santos,4,1455802,-0.27%,https://www.youtube.com/watch?v=ayd3yWr4tqU
22,n/a,Black Hearted,Polo G,1,1402684,n/a,https://www.youtube.com/watch?v=h9CSvdiOY3M
23,23,good 4 u (Official Video),Olivia Rodrigo,15,1379091,-0.04%,https://www.youtube.com/watch?v=gNi_6U5Pm_o
24,1,Rumors,Lizzo,2,1371910,-0.81%,https://www.youtube.com/watch?v=4P9XUrniiK4
25,2,INFERNO,Sub Urban & Bella Poarch,2,1337801,-0.72%,https://www.youtube.com/watch?v=hgF1HI_kW6s
26,27,Bruno Mars Anderson .Paak Silk Sonic - Leave the Door Open,Anderson .Paak & Bruno Mars & Silk Sonic,25,1328935,-0.05%,https://www.youtube.com/watch?v=adLGHcj_fmA
27,29,Kiss Me More (Official Video),Doja Cat,20,1270834,-0.03%,https://www.youtube.com/watch?v=0EVVKs6DQLo
28,n/a,Thunderous,Stray Kids,1,1194890,n/a,https://www.youtube.com/watch?v=EaswWiwMVs8
29,26,Senseless,Kodak Black,6,1174260,-0.17%,https://www.youtube.com/watch?v=yDr5gEdOcg4
30,n/a,Rod Wave - Whats Wrong (Official Audio),Rod Wave,1,1154442,n/a,https://www.youtube.com/watch?v=UqCKzyTaDdE
31,n/a,Danny Phantom,Trippie Redd,1,1142798,n/a,https://www.youtube.com/watch?v=RC-7bOjdiRw
32,35,Tombstone,Rod Wave,23,1114748,-0.06%,https://www.youtube.com/watch?v=wo9AlOrQ3iE
33,n/a,23 Preguntas,Anuel AA,1,1107656,n/a,https://www.youtube.com/watch?v=5Bcs0me4u8g
34,30,Yonaguni,Bad Bunny,12,1107314,-0.14%,https://www.youtube.com/watch?v=doLMt10ytHY
35,32,Save Your Tears (Official Music Video),The Weeknd,34,1099822,-0.14%,https://www.youtube.com/watch?v=XXYlFuWEuKI
36,31,RAPSTAR (Official Video),Polo G,20,1089749,-0.15%,https://www.youtube.com/watch?v=w2IhccXakkE
37,36,Street Runner,Rod Wave,25,1084042,-0.08%,https://www.youtube.com/watch?v=AeaR5QbXgpM
38,78,Marca MP - Ya Acabó (En Vivo),Marca MP,4,1073520,0.46%,https://www.youtube.com/watch?v=fG4K_a_B0DE
39,47,Pepas (Audio),Farruko,5,1058317,0.09%,https://www.youtube.com/watch?v=kcYS_cUwr-8
40,19,Bad Habits,Ed Sheeran,9,1052531,-0.35%,https://www.youtube.com/watch?v=orJSJGHjBLI
41,39,INDUSTRY BABY,Jack Harlow & Lil Nas X,4,1002649,-0.08%,https://www.youtube.com/watch?v=HCq1OcAEAm0
42,n/a,Rich MF,Trippie Redd,1,1000370,n/a,https://www.youtube.com/watch?v=NIuh_fn0cvE
43,n/a,2019,Rod Wave,1,993864,n/a,https://www.youtube.com/watch?v=q5S26XoWv-E
44,22,Before I Go,Kodak Black,3,993032,-0.34%,https://www.youtube.com/watch?v=0YztXlnFBrY
