Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Me porto bonito,Bad Bunny,4,3990251,-0.12%,https://www.youtube.com/watch?v=saGYMhApaH8
2,n/a,Get Even,Finesse2Tymes,1,3863145,n/a,https://www.youtube.com/watch?v=QYjXsdvhvYc
3,2,Tití me preguntó,Bad Bunny,7,3717710,-0.14%,https://www.youtube.com/watch?v=Cr8K88UcO0s
4,n/a,Steppers [Official Music Video],Yo Gotti & Moneybagg Yo & 42 Dugg,1,3502521,n/a,https://www.youtube.com/watch?v=XhaRYxIbnSI
5,6,WAIT FOR U,Future,11,2693809,-0.12%,https://www.youtube.com/watch?v=Y2QpQP8wPG8
6,3,Feel Good,YoungBoy Never Broke Again,2,2482681,-0.39%,https://www.youtube.com/watch?v=q9HKNCtI29w
7,10,In A Minute,Lil Baby,14,2392713,0.01%,https://www.youtube.com/watch?v=4F_vcZ6KD9Q
8,8,PROVENZA,KAROL G,12,2245102,-0.08%,https://www.youtube.com/watch?v=ca48oMV59LU
9,13,Sleazy Flow (Remix),SleazyWorld Go,7,2221352,0%,https://www.youtube.com/watch?v=3uVHCDdeViQ
10,n/a,Live Life Die Faster,Kodak Black & Hotboii,1,2069780,n/a,https://www.youtube.com/watch?v=RVsGO4MwTew
11,12,Super Gremlin,Kodak Black,37,1962723,-0.15%,https://www.youtube.com/watch?v=kiB9qk4gnt4
12,11,Vette Motors,YoungBoy Never Broke Again,6,1929963,-0.16%,https://www.youtube.com/watch?v=oGSBfE3VUns
13,15,Waddup,PGF Nuk,15,1888490,0.02%,https://www.youtube.com/watch?v=9AUyYcznb98
14,9,Super General (Freestyle),Kevin Gates,6,1844014,-0.24%,https://www.youtube.com/watch?v=TpAVV9-CnMw
15,14,F.N.F. (Let's Go),Hitkidd & GloRilla,10,1655791,-0.19%,https://www.youtube.com/watch?v=ww6ykF2ktaI
16,19,Running Up That Hill,Kate Bush,7,1645705,-0.04%,https://www.youtube.com/watch?v=wp43OdtAAkM
17,n/a,Late Night Talking (Official Video),Harry Styles,1,1517471,n/a,https://www.youtube.com/watch?v=4VaqA-5aQTM
18,n/a,JUMP,Ciara,1,1491932,n/a,https://www.youtube.com/watch?v=3OByv5luEjc
19,n/a,Hot Shit,Cardi B,1,1487827,n/a,https://www.youtube.com/watch?v=vjbBaai9ZA8
20,17,WAIT FOR U (Official Music Video),Future,11,1487596,-0.18%,https://www.youtube.com/watch?v=rP09GUQFDFk
21,n/a,In The UK,NLE Choppa,1,1478079,n/a,https://www.youtube.com/watch?v=uwllF3lvGLQ
22,22,Jimmy Cooks,Drake,4,1428465,-0.11%,https://www.youtube.com/watch?v=V7UgPHjN9qE
23,27,Who Want Smoke?? (Directed by Cole Bennett),Nardo Wick,40,1389052,-0.07%,https://www.youtube.com/watch?v=U2SNwtE-0Us
24,29,Moscow Mule,Bad Bunny,10,1355203,-0.04%,https://www.youtube.com/watch?v=p38WgakuYDo
25,24,We Don't Talk About Bruno (From "Encanto"),Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,29,1352043,-0.12%,https://www.youtube.com/watch?v=bvWRMAU6V-c
26,21,U-Digg (Official Video),Lil Baby,4,1305779,-0.23%,https://www.youtube.com/watch?v=tAucxF4edAU
