Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,Ball If I Want To,DaBaby,1,4657322,n/a,https://www.youtube.com/watch?v=_Rzm7cPzVUo
2,26,SKAT,Tory Lanez,2,3546106,0.91%,https://www.youtube.com/watch?v=VitJpehh0aM
3,8,Outside (Better Days),MO3 & Og Bobby Billions,14,3268558,0.01%,https://www.youtube.com/watch?v=VT0YV-hJHzg
4,6,EVERY CHANCE I GET (Official Music Video),DJ Khaled,8,3223163,-0.04%,https://www.youtube.com/watch?v=BTivsHlVcGU
5,3,Yonaguni,Bad Bunny,3,3098288,-0.19%,https://www.youtube.com/watch?v=doLMt10ytHY
6,n/a,Letter to My Daughter,NLE Choppa,1,3027722,n/a,https://www.youtube.com/watch?v=aTHxgYobfMA
7,5,good 4 u (Official Video),Olivia Rodrigo,6,2947371,-0.13%,https://www.youtube.com/watch?v=gNi_6U5Pm_o
8,11,Back In Blood,Pooh Shiesty,25,2906205,-0.07%,https://www.youtube.com/watch?v=0-Tm65i96TY
9,13,Quicksand,Morray,30,2640695,-0.06%,https://www.youtube.com/watch?v=OLi5_8JWoAU
10,16,You’re Mines Still,Yung Bleu,27,2495900,-0.03%,https://www.youtube.com/watch?v=_bptrMV3zHE
11,9,RAPSTAR (Official Video),Polo G,11,2474932,-0.23%,https://www.youtube.com/watch?v=w2IhccXakkE
12,18,Maybach feat. Future (Official Music Video),42 Dugg,5,2293457,-0.05%,https://www.youtube.com/watch?v=gVGRIBWy6ig
13,n/a,Poblado,J Balvin,1,2212189,n/a,https://www.youtube.com/watch?v=s8hA0QRIwfo
14,20,Bruno Mars Anderson .Paak Silk Sonic - Leave the Door Open,Anderson .Paak & Bruno Mars & Silk Sonic,16,2123656,-0.06%,https://www.youtube.com/watch?v=adLGHcj_fmA
15,21,Build a Bitch,Bella Poarch,6,2048817,-0.09%,https://www.youtube.com/watch?v=FLGCGc7sAUw
16,22,Period,Boosie Badazz,10,2022540,-0.06%,https://www.youtube.com/watch?v=LSNAJ1KxhT0
17,15,Feelin Peachy,Kodak Black,2,1968473,-0.24%,https://www.youtube.com/watch?v=jnp26RriUTw
18,n/a,WUSYANAME,Tyler The Creator,1,1901256,n/a,https://www.youtube.com/watch?v=NJea386275c
19,17,Welcome to the Internet,Bo Burnham,3,1858393,-0.25%,https://www.youtube.com/watch?v=k1BneeJTDcU
20,19,Kiss Me More (Official Video),Doja Cat,11,1838161,-0.19%,https://www.youtube.com/watch?v=0EVVKs6DQLo
21,24,Wockesha (Official Audio),Moneybagg Yo,9,1761429,-0.13%,https://www.youtube.com/watch?v=AAhcBx5Bl-Y
22,25,Straightenin (Official Video),Migos,6,1702543,-0.13%,https://www.youtube.com/watch?v=E553AnMAvlU
23,28,Street Runner,Rod Wave,16,1688734,-0.05%,https://www.youtube.com/watch?v=AeaR5QbXgpM
24,n/a,Hood Melody ft. YoungBoy Never Broke Again (Official Music Vi...,DDG,1,1649737,n/a,https://www.youtube.com/watch?v=TToMr95Zt6s
25,31,Tombstone,Rod Wave,14,1580967,-0.05%,https://www.youtube.com/watch?v=wo9AlOrQ3iE
26,1,Need to Know (Official Video),Doja Cat,2,1580613,-0.69%,https://www.youtube.com/watch?v=dI3xkL7qUAc
27,27,Butter,BTS,5,1559703,-0.15%,https://www.youtube.com/watch?v=WMweEpGlu_U
28,2,Thot Shit,Megan Thee Stallion,2,1549451,-0.7%,https://www.youtube.com/watch?v=KynkMn5Hv3Q
29,39,Broken Love,MO3,45,1540216,0%,https://www.youtube.com/watch?v=jWQNqlZ47Ec
30,33,MONTERO (Call Me By Your Name),Lil Nas X,12,1530695,-0.04%,https://www.youtube.com/watch?v=nsXwi67WgOo
31,32,MONTERO (Call Me By Your Name) (Official Video),Lil Nas X,13,1481245,-0.09%,https://www.youtube.com/watch?v=6swmTBVI83k
32,14,DDG - iCarly "Freestyle" (Official Video),DDG,2,1472394,-0.46%,https://www.youtube.com/watch?v=uxf4E6lvZzM
33,81,Touchable,Remble,2,1471061,0.51%,https://www.youtube.com/watch?v=jo8sxsqaNmQ
34,34,EL MAKINON (Official Video),KAROL G & Mariah Angeliq ,13,1461781,-0.08%,https://www.youtube.com/watch?v=2jYEz66J_J4
35,29,No More Parties [Remix] (Official Music Video),Coi Leray ft. Lil Durk,15,1457130,-0.14%,https://www.youtube.com/watch?v=my2ZvqmPaco
36,36,Save Your Tears (Official Music Video),The Weeknd,25,1441721,-0.08%,https://www.youtube.com/watch?v=XXYlFuWEuKI
37,37,Botella Tras Botella,Gera Mx & Christian Nodal,9,1440243,-0.09%,https://www.youtube.com/watch?v=XegHMc35Bo8
38,23,How It Feels (Official Video),Lil Baby & Lil Durk,3,1414526,-0.3%,https://www.youtube.com/watch?v=BAsRTTO8L2k
39,35,Todo De Ti,Rauw Alejandro,5,1408374,-0.11%,https://www.youtube.com/watch?v=CFPLIaMpGrY
40,10,Modern Day (Official Video),Migos,2,1405672,-0.56%,https://www.youtube.com/watch?v=8Q7JDYg-LI0
41,30,Outside (Better Days),Blueface & Og Bobby Billions,5,1356624,-0.19%,https://www.youtube.com/watch?v=2BNcFDmQ7YM
42,45,Final Warning,NLE Choppa,8,1348285,-0.05%,https://www.youtube.com/watch?v=ih6vI5SAkjc
43,n/a,Holiday,KSI,1,1339593,n/a,https://www.youtube.com/watch?v=gfHbg53ykPY
44,47,Levitating,Dua Lipa,24,1336564,-0.03%,https://www.youtube.com/watch?v=TUVcZfQe-Kw
45,41,Beat Box Freestyle,NLE Choppa,13,1333412,-0.1%,https://www.youtube.com/watch?v=2FCwurZyAbs
46,n/a,pov (Official Live Performance) | Vevo,Ariana Grande,1,1293079,n/a,https://www.youtube.com/watch?v=fLFvbwrWLQY
47,49,Astronaut In The Ocean,Masked Wolf,11,1289819,-0.05%,https://www.youtube.com/watch?v=MEg-oqI9qmw
48,42,Peaches,Justin Bieber,14,1275765,-0.12%,https://www.youtube.com/watch?v=tQ0yjYUFKAE
49,55,Hellcats & Trackhawks,Only the Family & Lil Durk,13,1267568,-0.03%,https://www.youtube.com/watch?v=hCg9TCMnHyE
50,44,Dákiti,Bad Bunny & Jhay Cortez,34,1264438,-0.11%,https://www.youtube.com/watch?v=TmKh7lAwnBI
51,n/a,Fiel (Remix),Jhayco & Los Legendarios & Wisin & Anuel AA & Myke Towers,1,1254155,n/a,https://www.youtube.com/watch?v=bQOh1cvMo00
52,n/a,Gucci Mane - Posse On Bouldercrest (feat. Pooh Shiesty & Sir Mix-A-Lot) [Official Music Video],Gucci Mane,1,1202867,n/a,https://www.youtube.com/watch?v=yFZg2qNcZnM
53,52,Calling My Phone,Lil Tjay,19,1197157,-0.11%,https://www.youtube.com/watch?v=zzd4ydafGR0
54,46,deja vu (Official Video),Olivia Rodrigo,13,1190873,-0.15%,https://www.youtube.com/watch?v=cii6ruuycQA
55,4,No Return (Official Video),Polo G,2,1154773,-0.66%,https://www.youtube.com/watch?v=kTVDiFX6Ag4
56,38,Voice of the Heroes (Official Video),Lil Baby & Lil Durk,4,1147680,-0.27%,https://www.youtube.com/watch?v=hmfo73iuUuc
57,58,Ram pam pam,Natti Natasha & Becky G,6,1129155,-0.1%,https://www.youtube.com/watch?v=_wE3hDN06Qg
58,60,La Mamá de la Mamá,CJ & El Cherry Scom & El Alfa,7,1112439,-0.09%,https://www.youtube.com/watch?v=s5yRZOQ3EWI
59,65,Calling My Phone,Lil Tjay,17,1109801,-0.02%,https://www.youtube.com/watch?v=1U5oBpgw5dU
60,57,Track Star (Official Video),Mooski,12,1103582,-0.14%,https://www.youtube.com/watch?v=KPfcycMj8BE
61,54,Gucci Mane & BigWalkDog - Poppin [Official Video],Gucci Mane,5,1077326,-0.2%,https://www.youtube.com/watch?v=dcbcxBSxQ0A
62,61,traitor (Lyric Video),Olivia Rodrigo,5,1051046,-0.13%,https://www.youtube.com/watch?v=6tsu2oeZJgo
63,62,Okay,Lil Baby & Lil Durk,3,1012306,-0.14%,https://www.youtube.com/watch?v=WIwFxkDl2WA
64,53,Painting Pictures,Polo G,2,1011762,-0.25%,https://www.youtube.com/watch?v=acfQ_o-wtHw
65,63,happier (Lyric Video),Olivia Rodrigo,5,1001024,-0.14%,https://www.youtube.com/watch?v=ZQFmRXgeR-s
66,84,En Tu Perra Vida,Grupo Firme & Lenin Ramírez,4,958618,0.01%,https://www.youtube.com/watch?v=48YRN33AxYY
67,64,White Teeth,YoungBoy Never Broke Again,6,958240,-0.17%,https://www.youtube.com/watch?v=V2GhUGSOhEc
68,72,LA NOCHE DE ANOCHE,Bad Bunny & ROSALÍA,19,935256,-0.1%,https://www.youtube.com/watch?v=f5omY8jVrSM
69,n/a,Drugs N Hella Melodies,Don Toliver,1,931840,n/a,https://www.youtube.com/watch?v=i_PYqIZoGvo
70,69,Should’ve Ducked,Lil Durk,6,913453,-0.15%,https://www.youtube.com/watch?v=3dwda4LxXeE
71,73,Kiss Me More,Doja Cat,8,908956,-0.13%,https://www.youtube.com/watch?v=Ab6E2BsuLJ0
72,86,Drankin N Smokin,Future & Lil Uzi Vert,9,898176,-0.04%,https://www.youtube.com/watch?v=-QiovlGJi_U
73,n/a,All Eyes on Me,Bo Burnham,1,882872,n/a,https://www.youtube.com/watch?v=1Rx_p3NW7gQ
74,91,Ski,Young Thug & Gunna & Young Stoner Life Records,10,864270,-0.05%,https://www.youtube.com/watch?v=Sevhj75lj80
75,93,Ramen & OJ,Lil Baby & Joyner Lucas,8,852376,-0.06%,https://www.youtube.com/watch?v=eFEjDCMNqYs
76,75,Up,Cardi B,20,843758,-0.18%,https://www.youtube.com/watch?v=rCiBgLOcuKU
77,59,GANG GANG (Official Video),Polo G & Lil Wayne,5,838196,-0.32%,https://www.youtube.com/watch?v=HQE456q4n5U
78,74,Get Fly,OhGeesy,4,832660,-0.2%,https://www.youtube.com/watch?v=432kcoNiASo
