Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,n/a,BOP,DaBaby,1,11050854,n/a,https://www.youtube.com/watch?v=28hYUZMufDg
2,1,Lost Motives,YoungBoy Never Broke Again,3,4183704,-0.46%,https://www.youtube.com/watch?v=HSUBPgPtpU0
3,2,Walls Talking,Kevin Gates,6,4143717,-0.17%,https://www.youtube.com/watch?v=nqK2cD1SbOg
4,4,Bandit,Juice WRLD & YoungBoy Never Broke Again,7,3814835,-0.16%,https://www.youtube.com/watch?v=Sw5fNI400E4
5,6,House Arrest Tingz,YoungBoy Never Broke Again,9,3653542,-0.12%,https://www.youtube.com/watch?v=ALimx-H8C6s
6,3,Tusa (Official Video),KAROL G & Nicki Minaj,2,3295788,-0.28%,https://www.youtube.com/watch?v=tbneQDc2H3I
7,17,Stunna 4 Vegas - Up The Smoke feat Offset (Official Music Video),DaBaby,2,3186085,0.26%,https://www.youtube.com/watch?v=HUZaBUN2O5k
8,5,Cuban Links,Rod Wave,6,3144446,-0.29%,https://www.youtube.com/watch?v=QVU1vUNT2QY
9,7,Follow God,Kanye West,2,3132749,-0.2%,https://www.youtube.com/watch?v=ivCY3Ec4iaU
10,n/a,None Of Your Concern (Official Video),Jhené Aiko,1,3069234,n/a,https://www.youtube.com/watch?v=PmeRjrz8KVw
11,12,Ballin’,Mustard,8,3062171,0.1%,https://www.youtube.com/watch?v=YS0h2-hy9rw
12,9,Que Tire Pa Lante,Daddy Yankee,5,2564194,-0.2%,https://www.youtube.com/watch?v=fAgvmh1jaCE
13,8,VIBEZ,DaBaby,8,2519951,-0.28%,https://www.youtube.com/watch?v=U2JyeciEwSI
14,n/a,Gan-Ga (Remix),Anuel AA & Bryant Myers,1,2515689,n/a,https://www.youtube.com/watch?v=bMAYO5T03ZA
15,14,Panini (Official Video),Lil Nas X,12,2501749,-0.07%,https://www.youtube.com/watch?v=bXcSLI58-h8
16,97,Chalito (En Vivo),Calibre 50,2,2470809,2%,https://www.youtube.com/watch?v=NjVIIdb4WHA
17,87,Heart on Ice (remix),Rod Wave,3,2470424,1.62%,https://www.youtube.com/watch?v=cefVIm2I6BI
18,13,NLE Choppa - Camelot (Directed by Cole Bennett),Lyrical Lemonade,9,2424353,-0.12%,https://www.youtube.com/watch?v=0II-EFw9J0A
19,27,Heart on Ice,Rod Wave,3,2406394,0.11%,https://www.youtube.com/watch?v=deMLg4FPFhQ
20,23,La Mejor Versión De Mi (Remix),Natti Natasha & Romeo Santos,7,2338098,0.05%,https://www.youtube.com/watch?v=R9rVapGCf2c
21,n/a,Night Shift ft. Lil Baby (Official Audio),Dave East,1,2144404,n/a,https://www.youtube.com/watch?v=yPOgYJWefxM
