Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,Queen of Mean (From "Descendants 3"),Sarah Jeffery,2,8939649,-0.31%,https://www.youtube.com/watch?v=r9o1QS-itsU
2,n/a,Hot Girl Summer,Megan Thee Stallion & Nicki Minaj & Ty Dolla $ign,1,5739750,n/a,https://www.youtube.com/watch?v=tS7cHwAmjV4
3,5,China,KAROL G & Anuel AA & J Balvin & Ozuna & Daddy Yankee,4,5718197,-0.09%,https://www.youtube.com/watch?v=0VR3dfZf9Yg
4,3,Night Falls (From "Descendants 3"),Disney & Dylan Playfair & China Anne McClain & Dove Cameron & Cameron Boyce & Sofia Carson & Thomas Doherty & Booboo Stewart,2,5564643,-0.24%,https://www.youtube.com/watch?v=i8pK6qmtllU
5,4,No Guidance (Official Video),Chris Brown,3,4853421,-0.31%,https://www.youtube.com/watch?v=6L_k74BOLag
6,6,No Me Conoce (Remix),Bad Bunny & J Balvin & Jhay Cortez,13,4350229,-0.01%,https://www.youtube.com/watch?v=w2C6RhQBYlg
7,7,Mac 10,Trippie Redd,3,4104939,-0.01%,https://www.youtube.com/watch?v=rHp3OdBZTqs
8,12,Truth Hurts,Lizzo,14,3749375,0%,https://www.youtube.com/watch?v=P00HMxdsVZI
9,8,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,43,3626853,-0.1%,https://www.youtube.com/watch?v=ApXoWvfEYVU
10,14,Old Town Road (Official Movie) ft. Billy Ray Cyrus,Lil Nas X,13,3523077,-0.03%,https://www.youtube.com/watch?v=w2Ov5jzm3j8
11,n/a,"Baby" (Official Music Video),Quality Control & DaBaby & Lil Baby,1,3442875,n/a,https://www.youtube.com/watch?v=0GbwYFqN1iE
12,9,Suge,DaBaby,24,3424510,-0.11%,https://www.youtube.com/watch?v=KvuQNNVrbtM
13,16,Señorita,Shawn Mendes & Camila Cabello,8,3267773,0.03%,https://www.youtube.com/watch?v=Pkh8UtuejGw
14,n/a,BIG,Young M.A,1,3256375,n/a,https://www.youtube.com/watch?v=Ma_0WZbksBE
15,15,Clout ft. Cardi B (Official Video),Offset,18,3246111,-0.03%,https://www.youtube.com/watch?v=mt2zvsvkKKo
16,n/a,MIDDLE CHILD,PnB Rock & XXXTENTACION,1,3033866,n/a,https://www.youtube.com/watch?v=ca0h9TnbTIo
17,13,One Kiss (From "Descendants 3"),Disney & China Anne McClain & Dove Cameron & Sofia Carson,2,2970781,-0.21%,https://www.youtube.com/watch?v=51A5vUrEgqg
18,10,Do What You Gotta Do (From "Descendants 3"),Disney & Cheyenne Jackson & Dove Cameron,2,2941011,-0.22%,https://www.youtube.com/watch?v=PrL_b__CHrw
19,19,Pop Out,Polo G & Lil Tjay,26,2845618,-0.04%,https://www.youtube.com/watch?v=g-uW3I_AtDE
20,18,bad guy (Official Music Video),Billie Eilish,20,2774315,-0.08%,https://www.youtube.com/watch?v=DyDfgMOUjCI
21,11,Break This Down (From "Descendants 3"),Sarah Jeffery & Jadah Marie & Dylan Playfair & Mitchell Hope & Dove Cameron & Thomas Doherty & Booboo Stewart & Brenna D'Amico & Disney & China Anne McClain & Cameron Boyce & Sofia Carson & Zachary Gibson,2,2550839,-0.32%,https://www.youtube.com/watch?v=6PiM60us7bQ
22,21,Shotta Flow 3,NLE Choppa,4,2396630,-0.13%,https://www.youtube.com/watch?v=FvGgFzagfI4
23,22,Cash Shit,Megan Thee Stallion,8,2362884,-0.11%,https://www.youtube.com/watch?v=2Xe7OAFljOA
24,31,Close Friends,Lil Baby,27,2353319,0.09%,https://www.youtube.com/watch?v=hhzYbExfVIY
25,17,Your Peace,Jacquees,5,2332759,-0.23%,https://www.youtube.com/watch?v=eDjXRsmUA1s
26,n/a,Joyner Lucas & Tory Lanez - Suge (Remix),Joyner Lucas,1,2302432,n/a,https://www.youtube.com/watch?v=EWUHoKNs_o0
27,34,Envy Me,Calboy,18,2290776,0.1%,https://www.youtube.com/watch?v=FhPvceQcfzE
28,25,Otro Trago (Remix),Anuel AA & Ozuna & Sech,3,2264694,-0.04%,https://www.youtube.com/watch?v=MaCnp-yB-Yc
29,29,The Git Up,Blanco Brown,9,2182260,-0.03%,https://www.youtube.com/watch?v=bN8vY8qkgVs
30,26,Soltera (remix),Lunay & Bad Bunny & Daddy Yankee,14,2151604,-0.07%,https://www.youtube.com/watch?v=8zQTfGbyY5I
31,28,DaniLeigh - Easy ft. Chris Brown (Remix),DaniLeigh,9,2148930,-0.04%,https://www.youtube.com/watch?v=7Nbv3reNErw
32,27,Daddy ft. Rich The Kid (Official Video),Blueface,8,2116318,-0.09%,https://www.youtube.com/watch?v=-z6tnA8DfG8
33,30,Con Altura (Official Video),ROSALÍA,20,2078714,-0.07%,https://www.youtube.com/watch?v=p7bfOZek9t4
34,40,Better (Official Video),Khalid,37,2062681,0.05%,https://www.youtube.com/watch?v=x3bfa3DZ8JM
35,32,Callaita,Bad Bunny & Tainy,11,2026780,-0.04%,https://www.youtube.com/watch?v=acEOASYioGY
36,33,Con Calma (Remix),Daddy Yankee,29,2017623,-0.04%,https://www.youtube.com/watch?v=DiItGE3eAyQ
37,46,Drais,Moneybagg Yo,2,1951014,0.08%,https://www.youtube.com/watch?v=n37reEpARm8
38,37,Calma (Remix - Official Video),Pedro Capó & Farruko,35,1920206,-0.05%,https://www.youtube.com/watch?v=1_zgKRBrT0Y
39,38,Laneswitch,Lil Tjay,2,1810088,-0.09%,https://www.youtube.com/watch?v=9ULLQA4Yv5c
40,42,Nunca Es Suficiente,Los Ángeles Azules,50,1740349,-0.07%,https://www.youtube.com/watch?v=k76BgIb89-s
41,48,God's Country,Blake Shelton,18,1699523,-0.03%,https://www.youtube.com/watch?v=ZEWGyyLiqY4
42,43,11 PM (Official Video),Maluma,11,1677195,-0.1%,https://www.youtube.com/watch?v=IBaSizQyC5g
43,45,My Type,Saweetie,7,1672445,-0.08%,https://www.youtube.com/watch?v=x5c2iRHlAHA
44,n/a,Down Below,Roddy Ricch,21,1658443,n/a,https://www.youtube.com/watch?v=CJOZc02VwJM
45,47,FREEDDAWG,YoungBoy Never Broke Again,19,1654988,-0.06%,https://www.youtube.com/watch?v=bUAJpE4ycjE
46,2,boyfriend (Official Video),Ariana Grande & Social House,2,1640067,-0.81%,https://www.youtube.com/watch?v=9SRxBTtspYM
47,24,Good to Be Bad (From "Descendants 3"/Official Video),Disney & Jadah Marie & Anna Cathcart & Cameron Boyce & Dove Cameron & Sofia Carson & Booboo Stewart,3,1628976,-0.32%,https://www.youtube.com/watch?v=lvjkBcBBrmE
48,35,Talk (Official Video),Khalid,23,1623306,-0.21%,https://www.youtube.com/watch?v=hE2Ira-Cwxo
49,50,Old Town Road (Official Video),Lil Nas X,3,1616595,-0.04%,https://www.youtube.com/watch?v=r7qovpFAGrQ
50,n/a,Valuable Pain,YoungBoy Never Broke Again,24,1569318,n/a,https://www.youtube.com/watch?v=jWu_GqHxmWQ
51,66,Uno (Official Video),Ambjaay,11,1471222,0.02%,https://www.youtube.com/watch?v=p_M1UoraeFw
52,53,Go Loko,YG,15,1417647,-0.09%,https://www.youtube.com/watch?v=y2cFkVfVf2Y
53,62,Old Town Road (remix),Lil Nas X,5,1415837,-0.03%,https://www.youtube.com/watch?v=loSuMqwQA38
54,60,Wish Wish (Official Video),DJ Khaled,13,1414073,-0.05%,https://www.youtube.com/watch?v=Oq8z-U3bPgo
