Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,We Don't Talk About Bruno (From "Encanto"),Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,11,10870662,-0.07%,https://www.youtube.com/watch?v=bvWRMAU6V-c
2,n/a,Publicity Stunt,Gucci Mane,1,5765539,n/a,https://www.youtube.com/watch?v=huyesPYXlcQ
3,3,Super Gremlin,Kodak Black,19,5438837,-0.04%,https://www.youtube.com/watch?v=kiB9qk4gnt4
4,5,The Family Madrigal (From "Encanto"),Olga Merediz & Stephanie Beatriz & Encanto - Cast,14,4315659,-0.07%,https://www.youtube.com/watch?v=Yp5nPGWWMh4
5,2,AHHH HA,Lil Durk,3,3677992,-0.41%,https://www.youtube.com/watch?v=_q6go0G49A0
6,4,I Hate YoungBoy,YoungBoy Never Broke Again,3,3128351,-0.41%,https://www.youtube.com/watch?v=k-PaOWxvnz0
7,16,Neighborhood Superstar,DaBaby & YoungBoy Never Broke Again,2,2957094,0.63%,https://www.youtube.com/watch?v=WieBHoGRsoU
8,6,All Of You (From "Encanto"/Sing-Along),Encanto - Cast,4,2669507,-0.12%,https://www.youtube.com/watch?v=hrMxx8EV4JU
9,n/a,Bam Bam (Official Music Video),Camila Cabello,1,2553313,n/a,https://www.youtube.com/watch?v=-8VfKZCOo_I
10,66,Residente: Bzrp Music Sessions Vol. 49,Bizarrap & Residente,2,2380058,2.25%,https://www.youtube.com/watch?v=HO73gUhiYe0
11,11,Who Want Smoke?? (Directed by Cole Bennett),Nardo Wick,22,2121931,-0.04%,https://www.youtube.com/watch?v=U2SNwtE-0Us
12,12,Surface Pressure (From "Encanto"/Sing-Along),Jessica Darrow,10,2027097,-0.06%,https://www.youtube.com/watch?v=X-NH1uUfr0U
13,n/a,ay! (Official Music Video),mgk,1,1933881,n/a,https://www.youtube.com/watch?v=QwowRNLw8Fg
14,9,Fumando Mota,Los Lara,10,1913207,-0.18%,https://www.youtube.com/watch?v=bEIPtOTJcMk
15,n/a,Eazy (Official Music Video),The Game & Kanye West,1,1838310,n/a,https://www.youtube.com/watch?v=qy7sci2az88
16,n/a,In God We Trust,Adam Calhoun & Tom MacDonald,1,1802359,n/a,https://www.youtube.com/watch?v=2iUg5Mxb2Oc
17,17,Rumors,Gucci Mane,7,1643203,-0.02%,https://www.youtube.com/watch?v=QVn1DGgqBNo
18,n/a,King Von & Lil Durk - Evil Twins (Official Lyric Video),King Von & Lil Durk,1,1600377,n/a,https://www.youtube.com/watch?v=02NUCqPsk-M
19,n/a,Cigarettes (Official Music Video),Juice WRLD,1,1587550,n/a,https://www.youtube.com/watch?v=8FCaPKoHR3k
20,15,Still D.R.E.,Dr. Dre,7,1564388,-0.17%,https://www.youtube.com/watch?v=_CL6n0FJZpk
21,35,Chale,Edén Muñoz,3,1422681,0.26%,https://www.youtube.com/watch?v=OLmGL_SvP_M
22,n/a,King Von - Too Real (Official Video),King Von,1,1417292,n/a,https://www.youtube.com/watch?v=7Q31rxzkwjQ
23,22,Me or Sum (Official Video),Nardo Wick,5,1405985,0.04%,https://www.youtube.com/watch?v=g9Zro7KQzgA
24,19,Hrs & Hrs,Muni Long,11,1353571,-0.1%,https://www.youtube.com/watch?v=okfR_VIbXEQ
25,18,No se habla de Bruno (De "Encanto"),Isabel Garcés & Mauro Castillo & Olga Lucía Vives & Juanse Diez & Carolina Gaitán - La Gaita & Daniela Sierra,3,1329978,-0.15%,https://www.youtube.com/watch?v=wTi8yLyHeb8
26,26,Cold December,Rod Wave,8,1298559,0.03%,https://www.youtube.com/watch?v=CVE-nY81mSE
27,27,Maybach feat. Future (Official Music Video),42 Dugg,42,1245888,0%,https://www.youtube.com/watch?v=gVGRIBWy6ig
28,29,Broadway Girls,Lil Durk,12,1209705,-0.02%,https://www.youtube.com/watch?v=2CNl_CCtE-I
29,14,I Wish,Kodak Black,3,1202661,-0.39%,https://www.youtube.com/watch?v=92w6nmA5NVE
30,21,In Da Club International Version,50 Cent,25,1193757,-0.15%,https://www.youtube.com/watch?v=5qm8PH4xAss
31,31,We Don't Talk About Bruno (In 21 Languages) (From "Encanto"),Various Artists,6,1182859,0%,https://www.youtube.com/watch?v=3VqbiF3EBvA
32,34,EVERY CHANCE I GET (Official Music Video),DJ Khaled,45,1169027,0.04%,https://www.youtube.com/watch?v=BTivsHlVcGU
33,40,Fancy Like,Walker Hayes,37,1133831,0.06%,https://www.youtube.com/watch?v=G_zuB-ogIBw
34,47,Gangsta's Paradise,Coolio,31,1098325,0.12%,https://www.youtube.com/watch?v=fPO76Jlnz6c
35,46,Heat Waves (Official Video),Glass Animals,20,1096134,0.09%,https://www.youtube.com/watch?v=mRD0-GxqHVo
36,32,Heart & Soul / Alligator Walk,YoungBoy Never Broke Again & Birdman,15,1085268,-0.07%,https://www.youtube.com/watch?v=NvKjO-8DusE
37,n/a,【Original Song in the style of Encanto】 Turn It Down,OR3O,1,1084807,n/a,https://www.youtube.com/watch?v=GcHijBTHk4Y
38,24,Ya No Somos Ni Seremos (Video Oficial),Christian Nodal,3,1082079,-0.17%,https://www.youtube.com/watch?v=jGhL1v594cU
39,33,We Don't Talk About Bruno (From "Encanto"/Lyric Video),Stephanie Beatriz & Mauro Castillo & Rhenzy Feliz & Adassa & Diane Guerrero & Carolina Gaitán - La Gaita,10,1077353,-0.05%,https://www.youtube.com/watch?v=-IFD4ozm1DA
40,n/a,Hurricane,Kanye West,1,1066590,n/a,https://www.youtube.com/watch?v=VRJiK-kdDb4
41,36,Fish Scale,YoungBoy Never Broke Again,10,1062318,-0.04%,https://www.youtube.com/watch?v=jR4AG5LdKYE
42,37,Outside (Better Days),MO3 & Og Bobby Billions,51,1061009,-0.04%,https://www.youtube.com/watch?v=VT0YV-hJHzg
43,38,By Your Side,Rod Wave,17,1003805,-0.06%,https://www.youtube.com/watch?v=y7394ESN91Y
44,45,Me Metí En El Ruedo (En Vivo),Luis R Conriquez,30,993243,-0.01%,https://www.youtube.com/watch?v=JDkPpdkIl7g
45,n/a,Alvin and the Chipmunks | Chipmunks & Chipettes - BAD ROMANCE Music Video | Fox Family Entertainment,Fox Family Entertainment,2,984132,n/a,https://www.youtube.com/watch?v=TwwmhcGbvt0
46,50,Beautiful Lies,Kehlani & Yung Bleu,14,953435,0.01%,https://www.youtube.com/watch?v=JC_gAhrAyQY
47,n/a,King Von - Trust Nothing (Official Lyric Video),King Von,1,947112,n/a,https://www.youtube.com/watch?v=Axi1ILgwQCE
48,23,Nail Tech,Jack Harlow,3,931012,-0.3%,https://www.youtube.com/watch?v=e2AeKIzfQus
49,n/a,STAY (Official Video),Justin Bieber & The Kid Laroi,34,920917,n/a,https://www.youtube.com/watch?v=kTJczUoc26U
50,39,No Switch,YoungBoy Never Broke Again,7,918817,-0.14%,https://www.youtube.com/watch?v=7ZIIWUfzm2A
51,44,pushin P,Gunna & Future,9,891957,-0.12%,https://www.youtube.com/watch?v=9g08kucPQtE
52,52,Knife Talk (Official Video),Drake,18,886537,-0.01%,https://www.youtube.com/watch?v=XqpQpt_cmhE
53,51,Black Ball,YoungBoy Never Broke Again & Birdman,14,874025,-0.05%,https://www.youtube.com/watch?v=OuJd3cLBWHA
54,n/a,I Will Always Love You (Live from the 57th ACM Awards),Kelly Clarkson,1,872195,n/a,https://www.youtube.com/watch?v=Wl1zXGGykt4
55,53,Talking To My Scale (Official Video),Young Dolph,19,852061,-0.03%,https://www.youtube.com/watch?v=KymiqOr5So4
56,57,Desesperados,Rauw Alejandro & Chencho Corleone,7,849799,0%,https://www.youtube.com/watch?v=K9mTSekTktw
57,13,Don't Play (Official Video),Polo G,2,846212,-0.57%,https://www.youtube.com/watch?v=n7CqZHpEcmw
58,10,On Everything,Kodak Black,2,839699,-0.62%,https://www.youtube.com/watch?v=zZPySV5Znyo
59,n/a,King Von - Facetime (Official Lyric Video),King Von,1,809526,n/a,https://www.youtube.com/watch?v=SNn-pR-3E0k
60,65,Chief Keef - Love Sosa,DGainz,4,798781,0.03%,https://www.youtube.com/watch?v=YWyHZNBz6FE
61,56,Midas Touch,Kodak Black,2,796951,-0.07%,https://www.youtube.com/watch?v=86FVRjx8xco
62,61,Pressure (Official Music Video),Ari Lennox,12,790603,0%,https://www.youtube.com/watch?v=E604eZ81_YQ
63,59,Smokin Out The Window,Silk Sonic & Anderson .Paak & Bruno Mars,18,781442,-0.05%,https://www.youtube.com/watch?v=GG7fLOmlhYg
64,n/a,Bring Back The Time,New Kids On The Block,1,772393,n/a,https://www.youtube.com/watch?v=ulJBJYie0l8
65,n/a,Hit,DaBaby & YoungBoy Never Broke Again,6,765148,n/a,https://www.youtube.com/watch?v=aOAk3aoOtYs
66,n/a,King Von - Where I'm From (Official Lyric Video),King Von,1,762955,n/a,https://www.youtube.com/watch?v=c7nNqN6dMrs
67,63,Dos Oruguitas (From "Encanto"),Sebastián Yatra,9,757170,-0.04%,https://www.youtube.com/watch?v=DUGtyj5QlEM
68,42,abcdefu,GAYLE,15,756790,-0.27%,https://www.youtube.com/watch?v=NaFd8ucHLuo
69,69,Scorpio [Official Music Video],Moneybagg Yo,15,752570,0.04%,https://www.youtube.com/watch?v=GChxzIwyNt4
70,55,Bring It On,YoungBoy Never Broke Again,7,742352,-0.13%,https://www.youtube.com/watch?v=vd5Pm48-jFs
71,25,I'll Be Here,NoCap,3,724844,-0.44%,https://www.youtube.com/watch?v=BcAj9PHrqaE
72,7,Freaky Deaky (Official Video),Doja Cat & Tyga,2,724596,-0.72%,https://www.youtube.com/watch?v=5ZHXYnGVlcg
73,64,Poblado,J Balvin,19,722695,-0.07%,https://www.youtube.com/watch?v=s8hA0QRIwfo
74,n/a,King Von - War (Official Audio),King Von,1,722682,n/a,https://www.youtube.com/watch?v=ziIi9Si7FUQ
75,n/a,MJ,Big Scarr,1,706215,n/a,https://www.youtube.com/watch?v=ZfbhX863fqQ
76,72,Grupo Los de la O - Fuga Pa Cali 2 (Video Oficial),Manzana Records,2,704744,0%,https://www.youtube.com/watch?v=Yy_eZ65jzmo
77,n/a,Ghost,Justin Bieber,2,700421,n/a,https://www.youtube.com/watch?v=Fp8msa5uYsc
78,n/a,King Von - Straight To It (Official Lyric Video),King Von,1,688422,n/a,https://www.youtube.com/watch?v=gRoCR4M8_q0
79,n/a,All of Me (Official Video),John Legend,3,667963,n/a,https://www.youtube.com/watch?v=450p7goxZqg
80,n/a,Hit Different,A Boogie Wit da Hoodie,1,661991,n/a,https://www.youtube.com/watch?v=3kwxNT9cI00
81,85,King Von & 21 Savage - Don't Play That (Official Video),King Von & 21 Savage,4,659073,0.08%,https://www.youtube.com/watch?v=Nhd0Le08I08
82,78,Hit 'Em Up,2Pac,4,656923,0.04%,https://www.youtube.com/watch?v=41qC3w3UUkU
