Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,2,YNW Melly - Murder On My Mind [Official Video],YNW Melly,28,9299525,-0.09%,https://www.youtube.com/watch?v=hqDinxaPUK4
2,1,Thotiana (remix),YG & Cardi B & Blueface,2,8118448,-0.28%,https://www.youtube.com/watch?v=V6EpIABAKKo
3,3,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone & Swae Lee,19,7793412,-0.07%,https://www.youtube.com/watch?v=ApXoWvfEYVU
4,18,Close Friends,Lil Baby,3,7601909,0.87%,https://www.youtube.com/watch?v=hhzYbExfVIY
5,4,a lot (Official Video),21 Savage,4,7260636,-0.02%,https://www.youtube.com/watch?v=DmWWqogr_r8
6,n/a,MIDDLE CHILD,J. Cole,1,5735423,n/a,https://www.youtube.com/watch?v=WILNIXZr2oc
7,5,Girls Like You ft. Cardi B (Official Music Video),Maroon 5,40,5601311,-0.13%,https://www.youtube.com/watch?v=aJOTlE1K90k
8,n/a,Lady Gaga Bradley Cooper - Shallow (From A Star Is Born/Live From The Oscars),Bradley Cooper & Lady Gaga,1,5391927,n/a,https://www.youtube.com/watch?v=JPJjwHAIny4
9,21,Shallow (from A Star Is Born) (Official Music Video),Bradley Cooper & Lady Gaga,21,5318908,0.38%,https://www.youtube.com/watch?v=bo_efYhYU2A
10,6,Robbery,Juice WRLD,2,4889547,-0.21%,https://www.youtube.com/watch?v=iI34LYmJ1Fs
11,11,7 rings (Official Video),Ariana Grande,6,4706936,0.05%,https://www.youtube.com/watch?v=QYh6mYIJG2Y
12,8,Better (Official Video),Khalid,16,4424043,-0.06%,https://www.youtube.com/watch?v=x3bfa3DZ8JM
13,n/a,Be Like Me,Lil Pump,1,4174631,n/a,https://www.youtube.com/watch?v=gJRGkvNqrY4
14,60,Young M.A "Thotiana" Remix (Official Music Video),Young M.A,2,4137634,1.04%,https://www.youtube.com/watch?v=VD88Eo9w-Eg
15,17,Put a Date On It,Yo Gotti,5,4047595,-0.01%,https://www.youtube.com/watch?v=1PnHB4sLqew
16,50,Con Calma (Remix),Daddy Yankee,5,3744450,0.57%,https://www.youtube.com/watch?v=DiItGE3eAyQ
17,7,SICKO MODE,Travis Scott,19,3734125,-0.25%,https://www.youtube.com/watch?v=6ONRf7h3Mdk
18,9,Mama Cry,YNW Melly,2,3647485,-0.21%,https://www.youtube.com/watch?v=NGbUsgG_48k
19,47,Every Season,Roddy Ricch,17,3586798,0.48%,https://www.youtube.com/watch?v=jd-VdQNRUHs
20,16,Valuable Pain,YoungBoy Never Broke Again,12,3559873,-0.15%,https://www.youtube.com/watch?v=jWu_GqHxmWQ
21,13,Thotiana (remix),Blueface,5,3469222,-0.22%,https://www.youtube.com/watch?v=o5_FzJJj7ZI
22,n/a,Slime Belief,YoungBoy Never Broke Again,1,3447479,n/a,https://www.youtube.com/watch?v=U4V47G4Ygg8
23,20,Wake Up in the Sky,Gucci Mane & Bruno Mars & Kodak Black,18,3396231,-0.12%,https://www.youtube.com/watch?v=U68MJz9DrI4
24,14,Alone,Marshmello,14,3322639,-0.24%,https://www.youtube.com/watch?v=ALZHF5UqnU4
25,25,Taste (Official Video),Tyga,40,3278759,-0.04%,https://www.youtube.com/watch?v=LjxulQ1bEWg
26,32,YNW Melly ft. Kanye West - Mixed Personalities (Directed by Cole Bennett),Lyrical Lemonade,6,3265476,0.12%,https://www.youtube.com/watch?v=iFv6BXjnKRU
27,24,Freestyle,Lil Baby,30,3232231,-0.07%,https://www.youtube.com/watch?v=MHryuYVyHhk
28,n/a,Aullando (Official Video),Wisin & Yandel & Romeo Santos,1,3139648,n/a,https://www.youtube.com/watch?v=-n9krkSb-ug
29,12,break up with your girlfriend i'm bored (Official Video),Ariana Grande,3,3020043,-0.33%,https://www.youtube.com/watch?v=LH4Y1ZUUx2g
30,28,Secreto,KAROL G & Anuel AA,7,3002005,-0.06%,https://www.youtube.com/watch?v=gFZfwWZV074
31,27,MIA,Drake & Bad Bunny,21,2954448,-0.13%,https://www.youtube.com/watch?v=OSUxrSe5GbI
32,10,Casper Nio García Darell Nicky Jam Bad Bunny Ozuna - Te Bote Remix (Video Oficial),Casper Magico,46,2881186,-0.37%,https://www.youtube.com/watch?v=9jI-z9QN6g8
33,n/a,Pimpin Ain't Eazy,Kodak Black,1,2788823,n/a,https://www.youtube.com/watch?v=OE_dwXN_YHI
34,29,Taki Taki ft. Selena Gomez Ozuna Cardi B (Official Music Vi...,DJ Snake,21,2770279,-0.09%,https://www.youtube.com/watch?v=ixkoVwKQaJg
35,23,Dancing With A Stranger (Official Music Video),Sam Smith & Normani,4,2753118,-0.21%,https://www.youtube.com/watch?v=av5JD1dfj_c
36,n/a,Faucet Failure,Ski Mask the Slump God,1,2667857,n/a,https://www.youtube.com/watch?v=tbhxSeaiMiU
37,37,Calling My Spirit,Kodak Black,12,2645029,-0.06%,https://www.youtube.com/watch?v=ppSY98RGyBU
38,41,Eastside (acoustic),Khalid & Halsey,30,2636419,0.01%,https://www.youtube.com/watch?v=56WBK4ZK_cw
39,35,Leave Me Alone,Flipp Dinero,14,2622578,-0.09%,https://www.youtube.com/watch?v=qu0CxX8GJj8
40,34,Mo Bamba,Sheck Wes,25,2613189,-0.1%,https://www.youtube.com/watch?v=VWoIpDVkOH0
41,38,Nunca Es Suficiente,Los Ángeles Azules,26,2611590,-0.06%,https://www.youtube.com/watch?v=k76BgIb89-s
42,19,Backin' It Up,Pardison Fontaine,23,2582355,-0.34%,https://www.youtube.com/watch?v=hDfsD6G8E_g
43,31,Beautiful Crazy,Luke Combs,31,2581069,-0.12%,https://www.youtube.com/watch?v=rItv9i6c7AY
44,33,Calma (Remix - Official Video),Pedro Capó & Farruko,11,2536623,-0.12%,https://www.youtube.com/watch?v=1_zgKRBrT0Y
45,43,Genie,YoungBoy Never Broke Again,48,2452577,-0.04%,https://www.youtube.com/watch?v=nQ1mmVG-G1g
46,40,Boo'd Up,Ella Mai,44,2446136,-0.08%,https://www.youtube.com/watch?v=6YNZlXfW6Ho
47,42,FEFE,6ix9ine,31,2383034,-0.09%,https://www.youtube.com/watch?v=V_MXGdSBbAI
48,30,High Hopes,Panic! At The Disco,23,2363265,-0.2%,https://www.youtube.com/watch?v=IPXIgEAGe4U
49,39,Ella Quiere Beber (Remix),Anuel AA,17,2357231,-0.14%,https://www.youtube.com/watch?v=0w3XwPVxcsw
50,53,That's On Me (Remix),Yella Beezy,18,2326236,0.03%,https://www.youtube.com/watch?v=s8QSTerhk8E
51,52,bury a friend (Official Music Video),Billie Eilish,5,2325336,0%,https://www.youtube.com/watch?v=HUHC9tYz8ik
52,26,Armed And Dangerous,Juice WRLD,16,2276402,-0.33%,https://www.youtube.com/watch?v=cr82wSBZeeQ
53,n/a,Brytiago & Anuel AA - Controla 🎮(Video Oficial),Brytiago,1,2271184,n/a,https://www.youtube.com/watch?v=f-bHkixKt0g
54,45,I Came Thru,YoungBoy Never Broke Again,10,2255999,-0.1%,https://www.youtube.com/watch?v=ElPBcBgGtnU
55,n/a,Saturday Nights REMIX (Official Video),Kane Brown & Khalid,1,2230465,n/a,https://www.youtube.com/watch?v=5hqK-A0UxKw
56,70,The Sound of Silence (Official Video),Pentatonix,2,2226725,0.22%,https://www.youtube.com/watch?v=gdVjVtpr55M
57,22,Red Room (Official Video),Offset,3,2126135,-0.4%,https://www.youtube.com/watch?v=CWh-TmG_h7g
58,46,Bleed It,Blueface,7,2079872,-0.16%,https://www.youtube.com/watch?v=C934VEPOD5Y
59,48,Twerk ft. Cardi B (Official Music Video),City Girls,7,2078694,-0.14%,https://www.youtube.com/watch?v=QryoOF5jEbc
60,67,No Te Contaron Mal (Video Oficial),Christian Nodal,8,2072191,0.1%,https://www.youtube.com/watch?v=CnuoXtaX8q0
61,73,Bohemian Rhapsody (live at Wembley Stadium / Saturday 12th July 1986),Queen,21,2040107,0.15%,https://www.youtube.com/watch?v=fJ9rUzIMcZQ
62,n/a,Always Remember Us This Way (from A Star Is Born) (Official M...,Lady Gaga,1,2039152,n/a,https://www.youtube.com/watch?v=5vheNbQlsyU
63,n/a,Rearview Town (Lyric Video),Jason Aldean,1,1982830,n/a,https://www.youtube.com/watch?v=Nkl-k_rjn_U
64,36,thank u next (Official Video),Ariana Grande,13,1950285,-0.32%,https://www.youtube.com/watch?v=gl1aHhXnN1k
65,n/a,Bestie,Bhad Bhabie,1,1900478,n/a,https://www.youtube.com/watch?v=bfmLYKxJ0UA
66,51,Without Me,Halsey,18,1900175,-0.2%,https://www.youtube.com/watch?v=ZAfAud_M_mg
67,n/a,Juice WRLD - Robbery (Lyrics),Rap City,1,1887376,n/a,https://www.youtube.com/watch?v=840ljX9rhv0
68,64,Global (Official Music Video),Lil Baby,4,1876281,-0.02%,https://www.youtube.com/watch?v=N5EtSkTG1zI
69,n/a,Havana,Camila Cabello,22,1839661,n/a,https://www.youtube.com/watch?v=BQ0mxQXmLsk
70,n/a,Quarter Milli ft. Gucci Mane (Official Video),Offset,1,1835311,n/a,https://www.youtube.com/watch?v=Z51iEGMPQ9o
71,56,MO3 x BOOSIE - Errybody (Remix) (OFFICIAL VIDEO),Boosie Badazz & MO3,4,1835277,-0.11%,https://www.youtube.com/watch?v=9_O6gPcRsEs
72,n/a,Dumb Blonde,Avril Lavigne & Nicki Minaj,1,1802057,n/a,https://www.youtube.com/watch?v=wC022MwPHKI
73,63,Pop Out,Polo G & Lil Tjay,2,1778415,-0.08%,https://www.youtube.com/watch?v=g-uW3I_AtDE
74,77,Sigo Chambeando,Fuerza Regida,12,1737570,0.04%,https://www.youtube.com/watch?v=C-uICquhs04
75,89,Worth It (Official Video),YK Osiris,3,1722957,0.2%,https://www.youtube.com/watch?v=nPiFfJ0UTqE
76,n/a,What A Time,Julia Michaels,1,1717867,n/a,https://www.youtube.com/watch?v=bPYefBD1Rzs
77,54,Amanece,Haze & Anuel AA,11,1674598,-0.2%,https://www.youtube.com/watch?v=xp6706wVdCI
78,65,Good Form,Nicki Minaj,14,1667087,-0.13%,https://www.youtube.com/watch?v=M8GX0cZ-xtw
79,59,Kick Yo Door,YoungBoy Never Broke Again,8,1665800,-0.18%,https://www.youtube.com/watch?v=AYdbhbF-Sp4
80,66,Battle Cry,Polo G,2,1653474,-0.13%,https://www.youtube.com/watch?v=1rTY2JhYFtQ
81,n/a,Just Another Gangsta,Birdman & Juvenile,1,1653044,n/a,https://www.youtube.com/watch?v=b3S0N20zxCU
82,79,She Got the Best of Me,Luke Combs,17,1633730,0%,https://www.youtube.com/watch?v=a2a9fgPI_PI
83,75,Wow.,Post Malone,10,1603210,-0.05%,https://www.youtube.com/watch?v=D0i23wZ0IeE
84,57,Together,Marshmello,4,1592639,-0.23%,https://www.youtube.com/watch?v=JePnQ1gSagc
85,72,Shot Clock,Ella Mai,6,1563003,-0.14%,https://www.youtube.com/watch?v=T4kAYIC5Xzo
86,85,YNW Melly - Butter Pecan (Music Video) Shot By @DrewFilmedIt,YNW Melly,6,1533118,0.02%,https://www.youtube.com/watch?v=35hNi33F7Mk
87,78,Lucid Dreams,Juice WRLD,18,1498501,-0.09%,https://www.youtube.com/watch?v=mzB1VGEGcSU
88,n/a,Tia Tamera,Doja Cat,1,1484508,n/a,https://www.youtube.com/watch?v=C_yI2959DYU
89,82,Finer Things,Polo G,5,1476259,-0.08%,https://www.youtube.com/watch?v=65FcjY-2iw8
90,68,Going Bad,Meek Mill,3,1474619,-0.21%,https://www.youtube.com/watch?v=S1gp0m4B5p8
91,15,Sauce!,XXXTENTACION,2,1432387,-0.66%,https://www.youtube.com/watch?v=478ewrAuCXI
92,n/a,Racks in the Middle,Nipsey Hussle,1,1415168,n/a,https://www.youtube.com/watch?v=PAcGg_4KKYs
93,n/a,Feelings- By Domo Wilson (Official Music Video),Domo Wilson,1,1401766,n/a,https://www.youtube.com/watch?v=6_6z8dSnVek
94,91,Freddy Krueger,YNW Melly,8,1396052,-0.02%,https://www.youtube.com/watch?v=FWC9pBfrUwg
95,55,Sweet but Psycho,Ava Max,5,1390017,-0.33%,https://www.youtube.com/watch?v=WXBHCQYxwr0
96,90,A Través Del Vaso,Banda Los Sebastianes De Saúl Plata,12,1365904,-0.04%,https://www.youtube.com/watch?v=0E7KbIy0cIA
97,n/a,,,1,1354325,n/a,n/a
98,71,Girls Have Fun,Rich The Kid & G-Eazy & Tyga,2,1321402,-0.27%,https://www.youtube.com/watch?v=Y-fqWMaXb8A
99,94,Crazy Story (Remix),King Von,11,1320870,-0.04%,https://www.youtube.com/watch?v=YC8NmE3H-zs
100,95,Low Life (Official Music Video),Future,14,1293936,-0.06%,https://www.youtube.com/watch?v=K_9tX4eHztY
