Rank,Previous Rank,Video Title,Artist Names,Periods on Chart,Views,Growth,YouTube URL
1,1,RAPSTAR (Official Video),Polo G,3,6374616,-0.15%,https://www.youtube.com/watch?v=w2IhccXakkE
2,n/a,Save Your Tears (Remix) (Official Video),Ariana Grande & The Weeknd,1,5294718,n/a,https://www.youtube.com/watch?v=LIIDh-qI9oI
3,2,Back In Blood,Pooh Shiesty,17,4709156,-0.12%,https://www.youtube.com/watch?v=0-Tm65i96TY
4,n/a,Foolio “When I See You” Remix Official Video,Foolio,1,3886758,n/a,https://www.youtube.com/watch?v=yJqu246RVlc
5,n/a,Botella Tras Botella,Gera Mx & Christian Nodal,1,3841224,n/a,https://www.youtube.com/watch?v=XegHMc35Bo8
6,4,Beat Box Freestyle,NLE Choppa,5,3677982,-0.13%,https://www.youtube.com/watch?v=2FCwurZyAbs
7,9,Quicksand,Morray,22,3393142,0%,https://www.youtube.com/watch?v=OLi5_8JWoAU
8,n/a,On Me Remix (Official Video),Lil Baby Feat. Megan Thee Stallion,1,3352679,n/a,https://www.youtube.com/watch?v=8BlQPORtSsQ
9,5,Period,Boosie Badazz,2,3333335,-0.16%,https://www.youtube.com/watch?v=LSNAJ1KxhT0
10,10,Bruno Mars Anderson .Paak Silk Sonic - Leave the Door Open,Anderson .Paak & Bruno Mars & Silk Sonic,8,3317072,0.03%,https://www.youtube.com/watch?v=adLGHcj_fmA
11,7,You’re Mines Still,Yung Bleu,19,3233088,-0.08%,https://www.youtube.com/watch?v=_bptrMV3zHE
12,8,Tombstone,Rod Wave,6,3136931,-0.08%,https://www.youtube.com/watch?v=wo9AlOrQ3iE
13,n/a,If Pain Was A Person (Official Audio),Moneybagg Yo,1,3103932,n/a,https://www.youtube.com/watch?v=Hl4kPcBcIHI
14,12,Street Runner,Rod Wave,8,3015827,-0.01%,https://www.youtube.com/watch?v=AeaR5QbXgpM
15,6,MONTERO (Call Me By Your Name) (Official Video),Lil Nas X,5,2974745,-0.17%,https://www.youtube.com/watch?v=6swmTBVI83k
16,n/a,Shottas (Lala) (Official Music Video),Moneybagg Yo,1,2945826,n/a,https://www.youtube.com/watch?v=0fGHZf0K1p8
17,11,No More Parties [Remix] (Official Music Video),Coi Leray ft. Lil Durk,7,2792843,-0.12%,https://www.youtube.com/watch?v=my2ZvqmPaco
18,14,Peaches,Justin Bieber,6,2685478,-0.05%,https://www.youtube.com/watch?v=tQ0yjYUFKAE
19,16,Hellcats & Trackhawks,Only the Family & Lil Durk,5,2362231,-0.09%,https://www.youtube.com/watch?v=hCg9TCMnHyE
20,3,Kiss Me More (Official Video),Doja Cat,3,2329520,-0.46%,https://www.youtube.com/watch?v=0EVVKs6DQLo
21,19,Outside (Better Days),MO3 & Og Bobby Billions,6,2300049,0.03%,https://www.youtube.com/watch?v=VT0YV-hJHzg
22,n/a,MONTERO (Call Me By Your Name) (But Lil Nas X Makes All The S...,Lil Nas X,1,2249141,n/a,https://www.youtube.com/watch?v=YspVHSxhncI
